Seq_Number,Site_Number,Site_Name,Lab_Number,Refs,Outer_Date_AD,Outer_Symbol,C_Level,Got it?,bibdex
7,15:23(GP),MUMMY CAVE NO. 2,CDM-303,"Dean 2008, Personal Communication",688,VV,1,no,NA
7,15:23(GP),MUMMY CAVE NO. 2,CDM-310,"Dean 2008, Personal Communication",819,V,2,no,NA
7,15:23(GP),MUMMY CAVE NO. 2,CDM-312,"Dean 2008, Personal Communication",674,VV,1,no,NA
7,15:23(GP),MUMMY CAVE NO. 2,CDM-314,"Dean 2008, Personal Communication",688,VV,1,no,NA
7,15:23(GP),MUMMY CAVE NO. 2,CDM-319,"Dean 2008, Personal Communication",695,VV,1,no,NA
7,15:23(GP),MUMMY CAVE NO. 2,CDM-324,"Dean 2008, Personal Communication",739,#NAME?,1,no,NA
7,15:23(GP),MUMMY CAVE NO. 2,CDM-325,"Dean 2008, Personal Communication",821,RLB,3,no,NA
7,15:23(GP),MUMMY CAVE NO. 2,CDM-328,"Dean 2008, Personal Communication",691,VV,1,no,NA
7,15:23(GP),MUMMY CAVE NO. 2,CDM-329,"Dean 2008, Personal Communication",828,V,2,no,NA
7,15:23(GP),MUMMY CAVE NO. 2,CDM-332,"Dean 2008, Personal Communication",822,VV,1,no,NA
7,15:23(GP),MUMMY CAVE NO. 2,CDM-341,"Dean 2008, Personal Communication",332,VV,1,no,NA
7,15:23(GP),MUMMY CAVE NO. 2,CDM-352,"Dean 2008, Personal Communication",686,V,2,no,NA
7,15:23(GP),MUMMY CAVE NO. 2,CDM-354,"Dean 2008, Personal Communication",821,R,3,no,NA
7,15:23(GP),MUMMY CAVE NO. 2,CDM-368,"Dean 2008, Personal Communication",858,VV,1,no,NA
7,15:23(GP),MUMMY CAVE NO. 2,CDM-372,"Dean 2008, Personal Communication",487,R,3,no,NA
7,15:23(GP),MUMMY CAVE NO. 2,CDM-375,"Dean 2008, Personal Communication",606,#NAME?,1,no,NA
7,15:23(GP),MUMMY CAVE NO. 2,CDM-380,"Dean 2008, Personal Communication",667,VV,1,no,NA
8,15:19(GP),TSE YA TSO,CDM-157,"Dean 2008, Personal Communication",715,V,2,no,NA
8,15:19(GP),TSE YA TSO,CDM-158,"Dean 2008, Personal Communication",715,V,2,no,NA
8,15:19(GP),TSE YA TSO,CDM-160,"Dean 2008, Personal Communication",702,VV,1,no,NA
8,15:19(GP),TSE YA TSO,CDM-164,"Dean 2008, Personal Communication",511,R,3,no,NA
8,15:19(GP),TSE YA TSO,CDM-165,"Dean 2008, Personal Communication",494,VV,1,no,NA
8,15:19(GP),TSE YA TSO,CDM-167,"Dean 2008, Personal Communication",309,VV,1,no,NA
8,15:19(GP),TSE YA TSO,CDM-171,"Dean 2008, Personal Communication",408,#NAME?,1,no,NA
8,15:19(GP),TSE YA TSO,CDM-179,"Dean 2008, Personal Communication",341,VV,1,no,NA
8,15:19(GP),TSE YA TSO,CDM-187,"Dean 2008, Personal Communication",508,#NAME?,1,no,NA
8,15:19(GP),TSE YA TSO,CDM-188,"Dean 2008, Personal Communication",508,#NAME?,3,no,NA
8,15:19(GP),TSE YA TSO,CDM-189,"Dean 2008, Personal Communication",509,VV,1,no,NA
8,15:19(GP),TSE YA TSO,CDM-194,"Dean 2008, Personal Communication",509,V,2,no,NA
8,15:19(GP),TSE YA TSO,CDM-196,"Dean 2008, Personal Communication",485,#NAME?,1,no,NA
8,15:19(GP),TSE YA TSO,CDM-211,"Dean 2008, Personal Communication",332,#NAME?,1,no,NA
8,15:19(GP),TSE YA TSO,CDM-219,"Dean 2008, Personal Communication",368,V,2,no,NA
8,15:19(GP),TSE YA TSO,CDM-229,"Dean 2008, Personal Communication",412,VV,1,no,NA
8,15:19(GP),TSE YA TSO,CDM-235,"Dean 2008, Personal Communication",503,#NAME?,1,no,NA
8,15:19(GP),TSE YA TSO,CDM-236,"Dean 2008, Personal Communication",442,#NAME?,1,no,NA
8,15:19(GP),TSE YA TSO,CDM-237,"Dean 2008, Personal Communication",305,VV,1,no,NA
8,15:19(GP),TSE YA TSO,CDM-240,"Dean 2008, Personal Communication",511,B,3,no,NA
8,15:19(GP),TSE YA TSO,CDM-246,"Dean 2008, Personal Communication",603,VV,1,no,NA
8,15:19(GP),TSE YA TSO,CDM-249,"Dean 2008, Personal Communication",509,RG,3,no,NA
8,15:19(GP),TSE YA TSO,CDM-271,"Dean 2008, Personal Communication",588,VV,1,no,NA
8,15:19(GP),TSE YA TSO,CDM-287,"Dean 2008, Personal Communication",296,VV,1,no,NA
76,"NA897",LONG HOUSE,GP-3209,"Kohler 2012, Personal Communication",1269,#NAME?,3,no,NA
76,"NA897",LONG HOUSE,GP-3210,"Ortman 2008, Personal Communication",1254,B,3,no,NA
76,"NA897",LONG HOUSE,GP-3212,"Kohler 2012, Personal Communication",1219,VV,1,no,NA
76,"NA897",LONG HOUSE,GP-3217,"Ortman 2008, Personal Communication",1268,VV,1,no,NA
76,"NA897",LONG HOUSE,GP-3218,"Ortman 2008, Personal Communication",1193,NA,3,no,NA
76,"NA897",LONG HOUSE,GP-3219,"Ortman 2008, Personal Communication",1240,V,2,no,NA
76,"NA897",LONG HOUSE,GP-3220,"Kohler 2012, Personal Communication",1248,VV,1,no,NA
76,"NA897",LONG HOUSE,GP-3226,"Kohler 2012, Personal Communication",1254,#NAME?,1,no,NA
76,"NA897",LONG HOUSE,GP-3227,"Ortman 2008, Personal Communication",1248,VV,1,no,NA
76,"NA897",LONG HOUSE,GP-3228,"Kohler 2012, Personal Communication",1094,VV,1,no,NA
76,"NA897",LONG HOUSE,GP-3230,"Ortman 2008, Personal Communication",1141,L,3,no,NA
76,"NA897",LONG HOUSE,GP-3231,"Ortman 2008, Personal Communication",1262,CL,3,no,NA
76,"NA897",LONG HOUSE,GP-3232,"Ortman 2008, Personal Communication",1267,CL,3,no,NA
76,"NA897",LONG HOUSE,GP-3234,"Ortman 2008, Personal Communication",1275,#NAME?,1,no,NA
76,"NA897",LONG HOUSE,GP-3235,"Ortman 2008, Personal Communication",1267,V,2,no,NA
76,"NA897",LONG HOUSE,LGH-1,"Kohler 2012, Personal Communication",1257,#NAME?,3,no,NA
76,"NA897",LONG HOUSE,LGH-10,"Kohler 2012, Personal Communication",1272,B,3,no,NA
76,"NA897",LONG HOUSE,LGH-100,"Kohler 2012, Personal Communication",1253,#NAME?,2,no,NA
76,"NA897",LONG HOUSE,LGH-101,"Kohler 2012, Personal Communication",1253,#NAME?,2,no,NA
76,"NA897",LONG HOUSE,LGH-103,"Kohler 2012, Personal Communication",1267,B,3,no,NA
76,"NA897",LONG HOUSE,LGH-104,"Kohler 2012, Personal Communication",1024,VV,1,no,NA
76,"NA897",LONG HOUSE,LGH-108,"Kohler 2012, Personal Communication",1267,VV,1,no,NA
76,"NA897",LONG HOUSE,LGH-109,"Kohler 2012, Personal Communication",1267,VV,1,no,NA
76,"NA897",LONG HOUSE,LGH-11,"Kohler 2012, Personal Communication",1272,B,3,no,NA
76,"NA897",LONG HOUSE,LGH-110,"Kohler 2012, Personal Communication",1197,#NAME?,2,no,NA
76,"NA897",LONG HOUSE,LGH-111,"Kohler 2012, Personal Communication",1145,L,3,no,NA
76,"NA897",LONG HOUSE,LGH-112,"Kohler 2012, Personal Communication",1189,V,2,no,NA
76,"NA897",LONG HOUSE,LGH-113,"Kohler 2012, Personal Communication",1272,LB,3,no,NA
76,"NA897",LONG HOUSE,LGH-115,"Kohler 2012, Personal Communication",1262,#NAME?,3,no,NA
76,"NA897",LONG HOUSE,LGH-116,"Kohler 2012, Personal Communication",1000,#NAME?,1,no,NA
76,"NA897",LONG HOUSE,LGH-117,"Kohler 2012, Personal Communication",1248,L,3,no,NA
76,"NA897",LONG HOUSE,LGH-119,"Kohler 2012, Personal Communication",1257,#NAME?,3,no,NA
76,"NA897",LONG HOUSE,LGH-120,"Kohler 2012, Personal Communication",1267,#NAME?,3,no,NA
76,"NA897",LONG HOUSE,LGH-121,"Kohler 2012, Personal Communication",1267,G,3,no,NA
76,"NA897",LONG HOUSE,LGH-122,"Kohler 2012, Personal Communication",1253,#NAME?,2,no,NA
76,"NA897",LONG HOUSE,LGH-123,"Kohler 2012, Personal Communication",1247,VV,1,no,NA
76,"NA897",LONG HOUSE,LGH-124,"Kohler 2012, Personal Communication",1107,#NAME?,1,no,NA
76,"NA897",LONG HOUSE,LGH-125,"Kohler 2012, Personal Communication",1267,L,3,no,NA
76,"NA897",LONG HOUSE,LGH-126,"Kohler 2012, Personal Communication",1267,B,3,no,NA
76,"NA897",LONG HOUSE,LGH-13,"Kohler 2012, Personal Communication",1251,#NAME?,3,no,NA
76,"NA897",LONG HOUSE,LGH-135,"Kohler 2012, Personal Communication",1238,VV,1,no,NA
76,"NA897",LONG HOUSE,LGH-138,"Kohler 2012, Personal Communication",1241,VV,1,no,NA
76,"NA897",LONG HOUSE,LGH-139,"Kohler 2012, Personal Communication",1257,VV,1,no,NA
76,"NA897",LONG HOUSE,LGH-14,"Kohler 2012, Personal Communication",1272,LB,3,no,NA
76,"NA897",LONG HOUSE,LGH-140,"Kohler 2012, Personal Communication",1251,#NAME?,3,no,NA
76,"NA897",LONG HOUSE,LGH-141,"Kohler 2012, Personal Communication",1265,#NAME?,3,no,NA
76,"NA897",LONG HOUSE,LGH-142,"Kohler 2012, Personal Communication",1264,VV,1,no,NA
76,"NA897",LONG HOUSE,LGH-143,"Kohler 2012, Personal Communication",1268,VV,1,no,NA
76,"NA897",LONG HOUSE,LGH-144,"Kohler 2012, Personal Communication",1145,V,2,no,NA
76,"NA897",LONG HOUSE,LGH-145,"Kohler 2012, Personal Communication",1250,VV,1,no,NA
76,"NA897",LONG HOUSE,LGH-146,"Kohler 2012, Personal Communication",1122,V,2,no,NA
76,"NA897",LONG HOUSE,LGH-147,"Kohler 2012, Personal Communication",1264,#NAME?,3,no,NA
76,"NA897",LONG HOUSE,LGH-148,"Kohler 2012, Personal Communication",1222,VV,1,no,NA
76,"NA897",LONG HOUSE,LGH-149,"Kohler 2012, Personal Communication",1250,V,2,no,NA
76,"NA897",LONG HOUSE,LGH-151,"Kohler 2012, Personal Communication",1263,#NAME?,2,no,NA
76,"NA897",LONG HOUSE,LGH-152,"Kohler 2012, Personal Communication",1264,#NAME?,1,no,NA
76,"NA897",LONG HOUSE,LGH-153,"Kohler 2012, Personal Communication",1264,VV,1,no,NA
76,"NA897",LONG HOUSE,LGH-154,"Kohler 2012, Personal Communication",1270,L,3,no,NA
76,"NA897",LONG HOUSE,LGH-155,"Kohler 2012, Personal Communication",1255,#NAME?,1,no,NA
76,"NA897",LONG HOUSE,LGH-156,"Kohler 2012, Personal Communication",1268,V,2,no,NA
76,"NA897",LONG HOUSE,LGH-157,"Kohler 2012, Personal Communication",1256,#NAME?,1,no,NA
76,"NA897",LONG HOUSE,LGH-158,"Kohler 2012, Personal Communication",1266,B,3,no,NA
76,"NA897",LONG HOUSE,LGH-159,"Kohler 2012, Personal Communication",1266,L,3,no,NA
76,"NA897",LONG HOUSE,LGH-160,"Kohler 2012, Personal Communication",1253,#NAME?,3,no,NA
76,"NA897",LONG HOUSE,LGH-161,"Kohler 2012, Personal Communication",1250,#NAME?,1,no,NA
76,"NA897",LONG HOUSE,LGH-162,"Kohler 2012, Personal Communication",1250,VV,1,no,NA
76,"NA897",LONG HOUSE,LGH-166,"Kohler 2012, Personal Communication",1102,V,2,no,NA
76,"NA897",LONG HOUSE,LGH-17,"Kohler 2012, Personal Communication",1258,B,3,no,NA
76,"NA897",LONG HOUSE,LGH-171,"Kohler 2012, Personal Communication",1190,#NAME?,2,no,NA
76,"NA897",LONG HOUSE,LGH-177,"Kohler 2012, Personal Communication",1268,VV,1,no,NA
76,"NA897",LONG HOUSE,LGH-178,"Kohler 2012, Personal Communication",1268,B,3,no,NA
76,"NA897",LONG HOUSE,LGH-179,"Kohler 2012, Personal Communication",1259,VV,1,no,NA
76,"NA897",LONG HOUSE,LGH-18,"Kohler 2012, Personal Communication",1205,#NAME?,2,no,NA
76,"NA897",LONG HOUSE,LGH-180,"Kohler 2012, Personal Communication",1264,VV,1,no,NA
76,"NA897",LONG HOUSE,LGH-181,"Kohler 2012, Personal Communication",1262,#NAME?,3,no,NA
76,"NA897",LONG HOUSE,LGH-182,"Kohler 2012, Personal Communication",1262,#NAME?,1,no,NA
76,"NA897",LONG HOUSE,LGH-183,"Kohler 2012, Personal Communication",1261,#NAME?,1,no,NA
76,"NA897",LONG HOUSE,LGH-184,"Kohler 2012, Personal Communication",1232,VV,1,no,NA
76,"NA897",LONG HOUSE,LGH-185,"Kohler 2012, Personal Communication",1253,#NAME?,2,no,NA
76,"NA897",LONG HOUSE,LGH-187,"Kohler 2012, Personal Communication",1260,#NAME?,2,no,NA
76,"NA897",LONG HOUSE,LGH-188,"Kohler 2012, Personal Communication",1269,#NAME?,3,no,NA
76,"NA897",LONG HOUSE,LGH-189,"Kohler 2012, Personal Communication",1267,VV,1,no,NA
76,"NA897",LONG HOUSE,LGH-19,"Kohler 2012, Personal Communication",1271,RL,3,no,NA
76,"NA897",LONG HOUSE,LGH-191,"Kohler 2012, Personal Communication",1233,VV,1,no,NA
76,"NA897",LONG HOUSE,LGH-192,"Kohler 2012, Personal Communication",1264,#NAME?,3,no,NA
76,"NA897",LONG HOUSE,LGH-193,"Kohler 2012, Personal Communication",1248,B,3,no,NA
76,"NA897",LONG HOUSE,LGH-194,"Kohler 2012, Personal Communication",1236,#NAME?,1,no,NA
76,"NA897",LONG HOUSE,LGH-195,"Kohler 2012, Personal Communication",1248,VV,1,no,NA
76,"NA897",LONG HOUSE,LGH-196,"Kohler 2012, Personal Communication",1246,VV,1,no,NA
76,"NA897",LONG HOUSE,LGH-197,"Kohler 2012, Personal Communication",1248,#NAME?,3,no,NA
76,"NA897",LONG HOUSE,LGH-198,"Kohler 2012, Personal Communication",1141,VV,1,no,NA
76,"NA897",LONG HOUSE,LGH-199,"Kohler 2012, Personal Communication",899,VV,1,no,NA
76,"NA897",LONG HOUSE,LGH-20,"Kohler 2012, Personal Communication",1272,V,2,no,NA
76,"NA897",LONG HOUSE,LGH-200,"Kohler 2012, Personal Communication",1218,VV,1,no,NA
76,"NA897",LONG HOUSE,LGH-202,"Kohler 2012, Personal Communication",1200,V,2,no,NA
76,"NA897",LONG HOUSE,LGH-203,"Kohler 2012, Personal Communication",1256,#NAME?,2,no,NA
76,"NA897",LONG HOUSE,LGH-205,"Kohler 2012, Personal Communication",1260,#NAME?,1,no,NA
76,"NA897",LONG HOUSE,LGH-206,"Kohler 2012, Personal Communication",940,VV,1,no,NA
76,"NA897",LONG HOUSE,LGH-207,"Kohler 2012, Personal Communication",1255,#NAME?,3,no,NA
76,"NA897",LONG HOUSE,LGH-208,"Kohler 2012, Personal Communication",1214,VV,1,no,NA
76,"NA897",LONG HOUSE,LGH-209,"Kohler 2012, Personal Communication",1245,V,2,no,NA
76,"NA897",LONG HOUSE,LGH-211,"Kohler 2012, Personal Communication",1260,V,2,no,NA
76,"NA897",LONG HOUSE,LGH-213,"Kohler 2012, Personal Communication",1263,#NAME?,3,no,NA
76,"NA897",LONG HOUSE,LGH-214,"Kohler 2012, Personal Communication",1263,V,2,no,NA
76,"NA897",LONG HOUSE,LGH-215,"Kohler 2012, Personal Communication",1279,#NAME?,3,no,NA
76,"NA897",LONG HOUSE,LGH-216,"Kohler 2012, Personal Communication",1257,#NAME?,3,no,NA
76,"NA897",LONG HOUSE,LGH-217,"Kohler 2012, Personal Communication",1211,VV,1,no,NA
76,"NA897",LONG HOUSE,LGH-218,"Kohler 2012, Personal Communication",1215,#NAME?,2,no,NA
76,"NA897",LONG HOUSE,LGH-22,"Kohler 2012, Personal Communication",1266,#NAME?,3,no,NA
76,"NA897",LONG HOUSE,LGH-220,"Kohler 2012, Personal Communication",1088,#NAME?,1,no,NA
76,"NA897",LONG HOUSE,LGH-221,"Kohler 2012, Personal Communication",1104,V,2,no,NA
76,"NA897",LONG HOUSE,LGH-224,"Kohler 2012, Personal Communication",1253,#NAME?,1,no,NA
76,"NA897",LONG HOUSE,LGH-225,"Kohler 2012, Personal Communication",1250,+C,3,no,NA
76,"NA897",LONG HOUSE,LGH-226,"Kohler 2012, Personal Communication",1269,VV,1,no,NA
76,"NA897",LONG HOUSE,LGH-227,"Kohler 2012, Personal Communication",1254,LB,3,no,NA
76,"NA897",LONG HOUSE,LGH-228,"Kohler 2012, Personal Communication",1254,B,3,no,NA
76,"NA897",LONG HOUSE,LGH-229,"Kohler 2012, Personal Communication",1252,#NAME?,1,no,NA
76,"NA897",LONG HOUSE,LGH-23,"Kohler 2012, Personal Communication",1268,#NAME?,3,no,NA
76,"NA897",LONG HOUSE,LGH-230,"Kohler 2012, Personal Communication",1253,#NAME?,1,no,NA
76,"NA897",LONG HOUSE,LGH-231,"Kohler 2012, Personal Communication",1254,LB,3,no,NA
76,"NA897",LONG HOUSE,LGH-232,"Kohler 2012, Personal Communication",1266,V,2,no,NA
76,"NA897",LONG HOUSE,LGH-233,"Kohler 2012, Personal Communication",1255,#NAME?,3,no,NA
76,"NA897",LONG HOUSE,LGH-234,"Kohler 2012, Personal Communication",1203,B,3,no,NA
76,"NA897",LONG HOUSE,LGH-235,"Kohler 2012, Personal Communication",1203,B,3,no,NA
76,"NA897",LONG HOUSE,LGH-236,"Kohler 2012, Personal Communication",1202,#NAME?,1,no,NA
76,"NA897",LONG HOUSE,LGH-237,"Kohler 2012, Personal Communication",1203,B,3,no,NA
76,"NA897",LONG HOUSE,LGH-238,"Kohler 2012, Personal Communication",1202,VV,1,no,NA
76,"NA897",LONG HOUSE,LGH-239,"Kohler 2012, Personal Communication",1203,B,3,no,NA
76,"NA897",LONG HOUSE,LGH-24,"Kohler 2012, Personal Communication",1272,L,3,no,NA
76,"NA897",LONG HOUSE,LGH-240,"Kohler 2012, Personal Communication",1257,#NAME?,3,no,NA
76,"NA897",LONG HOUSE,LGH-241,"Kohler 2012, Personal Communication",1257,#NAME?,3,no,NA
76,"NA897",LONG HOUSE,LGH-243,"Kohler 2012, Personal Communication",1209,VV,1,no,NA
76,"NA897",LONG HOUSE,LGH-244,"Kohler 2012, Personal Communication",1256,#NAME?,2,no,NA
76,"NA897",LONG HOUSE,LGH-245,"Kohler 2012, Personal Communication",1250,#NAME?,2,no,NA
76,"NA897",LONG HOUSE,LGH-246,"Kohler 2012, Personal Communication",1257,V,2,no,NA
76,"NA897",LONG HOUSE,LGH-25,"Kohler 2012, Personal Communication",1253,V,2,no,NA
76,"NA897",LONG HOUSE,LGH-26,"Kohler 2012, Personal Communication",1247,VV,1,no,NA
76,"NA897",LONG HOUSE,LGH-27,"Kohler 2012, Personal Communication",1270,B,3,no,NA
76,"NA897",LONG HOUSE,LGH-28,"Kohler 2012, Personal Communication",1270,B,3,no,NA
76,"NA897",LONG HOUSE,LGH-29,"Kohler 2012, Personal Communication",1245,#NAME?,1,no,NA
76,"NA897",LONG HOUSE,LGH-3;,"Kohler 2012, Personal Communication",1253,#NAME?,3,no,NA
76,"NA897",LONG HOUSE,LGH-31,"Kohler 2012, Personal Communication",1270,LG,3,no,NA
76,"NA897",LONG HOUSE,LGH-32,"Kohler 2012, Personal Communication",1269,#NAME?,3,no,NA
76,"NA897",LONG HOUSE,LGH-33,"Kohler 2012, Personal Communication",1271,RL,3,no,NA
76,"NA897",LONG HOUSE,LGH-34,"Kohler 2012, Personal Communication",1257,#NAME?,1,no,NA
76,"NA897",LONG HOUSE,LGH-35,"Kohler 2012, Personal Communication",1268,B,3,no,NA
76,"NA897",LONG HOUSE,LGH-37,"Kohler 2012, Personal Communication",1271,VV,1,no,NA
76,"NA897",LONG HOUSE,LGH-4,"Kohler 2012, Personal Communication",914,VV,1,no,NA
76,"NA897",LONG HOUSE,LGH-41,"Kohler 2012, Personal Communication",1270,#NAME?,3,no,NA
76,"NA897",LONG HOUSE,LGH-45,"Kohler 2012, Personal Communication",1270,BG,3,no,NA
76,"NA897",LONG HOUSE,LGH-46,"Kohler 2012, Personal Communication",1270,#NAME?,3,no,NA
76,"NA897",LONG HOUSE,LGH-47,"Kohler 2012, Personal Communication",1279,LB,3,no,NA
76,"NA897",LONG HOUSE,LGH-48,"Kohler 2012, Personal Communication",1270,B,3,no,NA
76,"NA897",LONG HOUSE,LGH-49,"Kohler 2012, Personal Communication",1265,VV,1,no,NA
76,"NA897",LONG HOUSE,LGH-5,"Kohler 2012, Personal Communication",1221,#NAME?,1,no,NA
76,"NA897",LONG HOUSE,LGH-51,"Kohler 2012, Personal Communication",1172,LB,3,no,NA
76,"NA897",LONG HOUSE,LGH-53,"Kohler 2012, Personal Communication",1226,#NAME?,3,no,NA
76,"NA897",LONG HOUSE,LGH-55,"Kohler 2012, Personal Communication",1270,LB,3,no,NA
76,"NA897",LONG HOUSE,LGH-6,"Kohler 2012, Personal Communication",1272,L,3,no,NA
76,"NA897",LONG HOUSE,LGH-60,"Kohler 2012, Personal Communication",1264,V,2,no,NA
76,"NA897",LONG HOUSE,LGH-61,"Kohler 2012, Personal Communication",1200,B,3,no,NA
76,"NA897",LONG HOUSE,LGH-65,"Kohler 2012, Personal Communication",1264,V,2,no,NA
76,"NA897",LONG HOUSE,LGH-66,"Kohler 2012, Personal Communication",1241,VV,1,no,NA
76,"NA897",LONG HOUSE,LGH-68,"Kohler 2012, Personal Communication",1271,L,3,no,NA
76,"NA897",LONG HOUSE,LGH-7,"Kohler 2012, Personal Communication",1272,#NAME?,2,no,NA
76,"NA897",LONG HOUSE,LGH-71,"Kohler 2012, Personal Communication",1212,VV,1,no,NA
76,"NA897",LONG HOUSE,LGH-72,"Kohler 2012, Personal Communication",1270,G,3,no,NA
76,"NA897",LONG HOUSE,LGH-73,"Kohler 2012, Personal Communication",1270,L,3,no,NA
76,"NA897",LONG HOUSE,LGH-77,"Kohler 2012, Personal Communication",1267,B,3,no,NA
76,"NA897",LONG HOUSE,LGH-78,"Kohler 2012, Personal Communication",1253,#NAME?,3,no,NA
76,"NA897",LONG HOUSE,LGH-8,"Kohler 2012, Personal Communication",1264,#NAME?,3,no,NA
76,"NA897",LONG HOUSE,LGH-80,"Kohler 2012, Personal Communication",1265,VV,1,no,NA
76,"NA897",LONG HOUSE,LGH-83,"Kohler 2012, Personal Communication",1253,#NAME?,3,no,NA
76,"NA897",LONG HOUSE,LGH-84,"Kohler 2012, Personal Communication",1266,#NAME?,1,no,NA
76,"NA897",LONG HOUSE,LGH-87,"Kohler 2012, Personal Communication",1226,#NAME?,1,no,NA
76,"NA897",LONG HOUSE,LGH-89,"Kohler 2012, Personal Communication",1267,B,3,no,NA
76,"NA897",LONG HOUSE,LGH-9,"Kohler 2012, Personal Communication",1272,B,3,no,NA
76,"NA897",LONG HOUSE,LGH-90,"Kohler 2012, Personal Communication",1267,LB,3,no,NA
76,"NA897",LONG HOUSE,LGH-92,"Kohler 2012, Personal Communication",1266,VV,1,no,NA
76,"NA897",LONG HOUSE,LGH-93,"Kohler 2012, Personal Communication",1268,B,3,no,NA
76,"NA897",LONG HOUSE,LGH-94,"Kohler 2012, Personal Communication",1267,L,3,no,NA
76,"NA897",LONG HOUSE,LGH-95,"Kohler 2012, Personal Communication",1263,#NAME?,1,no,NA
76,"NA897",LONG HOUSE,LGH-96,"Kohler 2012, Personal Communication",1269,B,3,no,NA
76,"NA897",LONG HOUSE,LGH-97,"Kohler 2012, Personal Communication",1253,V,2,no,NA
76,"NA897",LONG HOUSE,LGH-98,"Kohler 2012, Personal Communication",1253,#NAME?,3,no,NA
76,"NA897",LONG HOUSE,LGH-99,"Kohler 2012, Personal Communication",1245,#NAME?,2,no,NA
76,"NA897",LONG HOUSE,MV-1010,"Kohler 2012, Personal Communication",1252,#NAME?,2,no,NA
76,"NA897",LONG HOUSE,MV-1011,"Kohler 2012, Personal Communication",1228,#NAME?,1,no,NA
76,"NA897",LONG HOUSE,MV-1012,"Kohler 2012, Personal Communication",1257,#NAME?,1,no,NA
76,"NA897",LONG HOUSE,MV-1013,"Ortman 2008, Personal Communication",1231,VV,1,no,NA
76,"NA897",LONG HOUSE,MV-1014,"Ortman 2008, Personal Communication",1266,RL,3,no,NA
76,"NA897",LONG HOUSE,MV-1015,"Ortman 2008, Personal Communication",1258,B,3,no,NA
76,"NA897",LONG HOUSE,MV-1018,"Kohler 2012, Personal Communication",1124,VV,1,no,NA
76,"NA897",LONG HOUSE,MV-1029,"Ortman 2008, Personal Communication",1197,VV,1,no,NA
76,"NA897",LONG HOUSE,MV-1030,"Ortman 2008, Personal Communication",1112,C,3,no,NA
76,"NA897",LONG HOUSE,MV-1031,"Kohler 2012, Personal Communication",1262,RB,3,no,NA
76,"NA897",LONG HOUSE,MV-1032,"Kohler 2012, Personal Communication",1239,VV,1,no,NA
76,"NA897",LONG HOUSE,MV-1033,"Ortman 2008, Personal Communication",1277,CL,3,no,NA
76,"NA897",LONG HOUSE,MV-1034,"Kohler 2012, Personal Communication",1241,VV,1,no,NA
76,"NA897",LONG HOUSE,MV-1035,"Kohler 2012, Personal Communication",1199,#NAME?,1,no,NA
76,"NA897",LONG HOUSE,MV-1036,"Kohler 2012, Personal Communication",1253,#NAME?,2,no,NA
76,"NA897",LONG HOUSE,MV-1036a,"Kohler 2012, Personal Communication",1263,#NAME?,2,no,NA
76,"NA897",LONG HOUSE,MV-1036d,"Kohler 2012, Personal Communication",1263,#NAME?,3,no,NA
76,"NA897",LONG HOUSE,MV-1036l,"Kohler 2012, Personal Communication",1261,LG,3,no,NA
76,"NA897",LONG HOUSE,MV-1037,"Ortman 2008, Personal Communication",1266,L,3,no,NA
76,"NA897",LONG HOUSE,MV-1038,"Kohler 2012, Personal Communication",1262,#NAME?,3,no,NA
76,"NA897",LONG HOUSE,MV-1039,"Kohler 2012, Personal Communication",1202,VV,1,no,NA
76,"NA897",LONG HOUSE,MV-1040-2,"Kohler 2012, Personal Communication",1267,RL,3,no,NA
76,"NA897",LONG HOUSE,MV-1040-5,"Kohler 2012, Personal Communication",1241,RL,3,no,NA
76,"NA897",LONG HOUSE,MV-1040-6,"Kohler 2012, Personal Communication",1204,#NAME?,3,no,NA
76,"NA897",LONG HOUSE,MV-1040-7,"Kohler 2012, Personal Communication",1204,#NAME?,2,no,NA
76,"NA897",LONG HOUSE,MV-1040-9,"Ortman 2008, Personal Communication",1183,L,3,no,NA
76,"NA897",LONG HOUSE,MV-1041,"Kohler 2012, Personal Communication",1267,VV,1,no,NA
76,"NA897",LONG HOUSE,MV-1042,"Kohler 2012, Personal Communication",1258,CLB,3,no,NA
76,"NA897",LONG HOUSE,MV-1044,"Ortman 2008, Personal Communication",1253,#NAME?,3,no,NA
76,"NA897",LONG HOUSE,MV-1046,"Kohler 2012, Personal Communication",1266,CL,3,no,NA
76,"NA897",LONG HOUSE,MV-1047,"Kohler 2012, Personal Communication",1266,#NAME?,3,no,NA
76,"NA897",LONG HOUSE,MV-1049,"Ortman 2008, Personal Communication",1204,VV,1,no,NA
76,"NA897",LONG HOUSE,MV-1050-1,"Kohler 2012, Personal Communication",1255,RLB,3,no,NA
76,"NA897",LONG HOUSE,MV-1050-2,"Ortman 2008, Personal Communication",1053,+R,3,no,NA
76,"NA897",LONG HOUSE,MV-1051,"Kohler 2012, Personal Communication",1213,VV,1,no,NA
76,"NA897",LONG HOUSE,MV-1053,"Kohler 2012, Personal Communication",1266,RL,3,no,NA
76,"NA897",LONG HOUSE,MV-1054,"Ortman 2008, Personal Communication",1267,CL,3,no,NA
76,"NA897",LONG HOUSE,MV-1055-2,"Ortman 2008, Personal Communication",1077,CL,3,no,NA
76,"NA897",LONG HOUSE,MV-1057,"Kohler 2012, Personal Communication",1266,LBG,3,no,NA
