Region,Site Name,Provenience,TRL Spec. No.,Species,Inside Date,Inside Suffix,Outside Date,Outside Suffix,Type of Date,TRLControl,Site No.
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0528,JUN,1079,p,1144,r,Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0529,JUN,874,+/-p,1086,#NAME?,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0530,JUN,790,+/-,977,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0531,JUN,1057,p,1142,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0532,JUN,892,p,1080,rB,Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0533,JUN,829,,1052,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0534,JUN,859,,1049,#NAME?,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0535,JUN,1056,,1183,+r,Near Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0536,JUN,866,+/-p,1057,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0537,JUN,798,p,1057,#NAME?,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0538,JUN,876,,1145,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0539,JUN,1058,,1135,#NAME?,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0540,JUN,787,+/-p,963,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0541,JUN,793,+/-,1030,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0542,JUN,878,p,1070,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0543,JUN,1006,,1115,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0545,JUN,818,,1092,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0546,JUN,829,+/-p,1057,#NAME?,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0547,JUN,810,,979,#NAME?,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0548,JUN,730,p,956,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0549,JUN,907,,1075,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0550,JUN,782,p,1074,#NAME?,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0551,JUN,808,+/-p,1145,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0552,JUN,847,p,1037,#NAME?,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0553,JUN,1122,p,1193,r,Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0554,JUN,1127,+/-p,1189,+r,Near Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0556,JUN,766,+/-p,1142,r,Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0559,JUN,1092,p,1141,r,Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0560,JUN,869,p,1109,#NAME?,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0562,JUN,1140,p,1193,r,Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0563,JUN,826,p,1138,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0565,JUN,866,,1100,#NAME?,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0566,JUN,876,,1037,#NAME?,Near Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0567,JUN,813,+/-p,1058,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0568,JUN,707,+/-p,1124,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0569,JUN,797,+/-p,933,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0570,JUN,777,+/-,1137,#NAME?,Near Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0571,JUN,1060,p,1160,#NAME?,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0572,JUN,870,p,1040,#NAME?,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0573,JUN,1069,p,1185,v,Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0575,JUN,796,+/-p,980,#NAME?,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0576,JUN,831,+/-,965,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0577,JUN,1075,p,1155,v,Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0578,JUN,869,p,1120,#NAME?,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0579,JUN,782,,1066,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0580,JUN,838,+/-p,1080,v,Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0581,JUN,809,,989,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0582,JUN,840,+/-p,1065,r,Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0584,JUN,870,p,1080,v,Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0585,JUN,879,p,1128,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0586,JUN,856,p,1069,#NAME?,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 6,CVM-0588,JUN,1075,p,1201,#NAME?,Near Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 8 ,CVM-0492,JUN,423,,582,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 8 ,CVM-0493,JUN,347,+/-,549,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 8 ,CVM-0494,JUN,479,,621,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 8 ,CVM-0495,JUN,510,+/-,624,#NAME?,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 8 ,CVM-0496,JUN,418,p,566,#NAME?,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 8 ,CVM-0497,JUN,482,,594,#NAME?,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 8 ,CVM-0498,JUN,402,p,532,#NAME?,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 8 ,CVM-0499,JUN,414,p,567,#NAME?,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 8 ,CVM-0500,PNN,483,p,623,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 8 ,CVM-0503,JUN,432,,528,#NAME?,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 8 ,CVM-0505,JUN,393,,609,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 8 ,CVM-0506,JUN,445,,537,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Pit Structure 8 ,CVM-0507,JUN,422,+/-p,537,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,"Plaza, Feature 4",CVM-0438,JUN,444,+/-p,565,#NAME?,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Room 04,CVM-0597,JUN,350,p,571,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Room 04,CVM-0598,JUN,411,,547,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Room 04,CVM-0600,JUN,339,+/-p,547,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Room 04,CVM-0601,JUN,465,p,594,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Room 04,CVM-0603,JUN,499,p,641,#NAME?,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Room 04,CVM-0604,PNN,477,p,579,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Room 04,CVM-0606,JUN,277,+/-p,482,#NAME?,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Room 04,CVM-0607,JUN,478,p,615,#NAME?,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Room 04,CVM-0608,JUN,412,p,644,+r,Near Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Room 04,CVM-0609,JUN,319,,594,#NAME?,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Room 04,CVM-0610,PNN,424,p,562,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Room 04,CVM-0613,JUN,380,+/-,629,#NAME?,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Room 04,CVM-0615,JUN,338,+/-,541,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Room 05,CVM-0436,JUN,436,,559,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Room 10,CVM-0628,JUN,432,p,567,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Room 10,CVM-0629,JUN,358,p,608,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Room 10,CVM-0630,JUN,446,,566,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Room 10,CVM-0631,JUN,506,,601,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Room 10,CVM-0633,JUN,472,,598,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Room 10,CVM-0634,JUN,321,,617,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Room 10,CVM-0635,JUN,398,,536,vv,Non-Cutting,6V-256,5MT2525
FourCorners,Knobby Knee Stockade,Room 13,CVM-0636,JUN,506,,619,#NAME?,Non-Cutting,6V-256,5MT2525
MesaVerde,Kodak House,"Room 22, wall",MV-0285; MVC-1940,PNN,1193,,1267,rGB inc.,Cutting,6V-045,
MesaVerde,Kodak House,"Room 42, Viga A",MVC-1943,JUN,1155,p,1261,B comp.,Cutting,6V-045,
MesaVerde,Kodak House,Rooms 45 & 46,MVC-1946,PNN,1229,p,1278,vv,Non-Cutting,6V-045,
MesaVerde,Kodak House,Unknown,MV-0286,DF,1023,,1134,vv,Non-Cutting,6V-045,
MesaVerde,Kodak House,"Upper level, 3rd room from N End",MV-0528,PNN,940,p,1083,rB inc.,Cutting,6V-045,
RioGrande,Kotyiti,,RG-0055-03,PP,1487,fp,1547,vv,Non-Cutting,31I-025,
RioGrande,Kotyiti,,RG-0055-28,PP,1536,fp,1599,vv,Non-Cutting,31I-025,
RioGrande,Kuaua,"Kiva 4, roof",RG-5154,DF,1333,p,1397,rB comp.,Cutting,31I-022,
RioGrande,Kuaua,"Kiva 4, roof",RG-5155,DF,1335,p,1397,r comp.,Cutting,31I-022,
RioGrande,Kwastiyukwa,Room D,JAM-28,PP,1452,,1525,vv,Non-Cutting,31I-085,
RioGrande,Kwastiyukwa,Room D,JAM-30,PP,1450,,1510,vv,Non-Cutting,31I-085,
RioGrande,Kwastiyukwa,Room E,JAM-31,PP,1493,,1536,vv,Non-Cutting,31I-085,
RioGrande,Kwastiyukwa,Room E,JAM-34,PP,1330,,1415,vv,Non-Cutting,31I-085,
RioGrande,Kwastiyukwa,Room E,JAM-35,PP,1441,,1501,vv,Non-Cutting,31I-085,
RioGrande,LA 000010,Frank's Room,RG-0621-1,PNN,1194,p,1250,vv inc.,Non-Cutting,31J-008,
RioGrande,LA 000010,Frank's Room,RG-0621-2,PNN,1241,fp,1260,vv inc.,Non-Cutting,31J-008,
RioGrande,LA 000010,Frank's Room,RG-0621-5,PNN,1245,fp,1266,vv inc.,Non-Cutting,31J-008,
RioGrande,LA 000010,Frank's Room,RG-0621-6,PNN,1239,fp,1274,vv inc.,Non-Cutting,31J-008,
RioGrande,LA 000010,Frank's Room,RG-0621-7,PNN,1200,fp,1241,vv inc.,Non-Cutting,31J-008,
RioGrande,LA 000010,Frank's Room,RG-0621-8,PNN,1202,fp,1264,vv inc.,Non-Cutting,31J-008,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-001,PNN,1149,,1286,#NAME?,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-002,PNN,1190,fp,1291,#NAME?,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-004,PNN,1230,fp,1292,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-007,PNN,1212,p,1286,+r,Near Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-009,PNN,1128,fp,1287,#NAME?,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-010,PNN,1237,fp,1290,+r,Near Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-011,PNN,1162,fp,1241,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-012,PNN,1243,p,1296,v,Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-013,PNN,1187,fp,1247,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-014,PNN,1212,p,1252,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-015,PNN,1022,,1123,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-016,PNN,1244,,1271,r,Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-017,PNN,1222,fp,1283,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-018,PNN,1226,fp,1272,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-019,PNN,1235,,1305,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-020,PNN,1161,fp,1200,r,Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-021,PNN,1111,p,1171,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-022,PNN,1031,fp,1154,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-023,PNN,1121,,1171,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-024,PNN,1164,,1232,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-025,PNN,1136,,1171,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-026,PNN,1224,fp,1272,#NAME?,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-027,PNN,1245,p,1296,r,Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-028,PNN,1279,,1296,r,Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-029,PNN,1262,,1296,r,Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-029,PNN,1267,p,1293,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-030,PNN,1231,p,1296,r,Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-031,PNN,1242,fp,1296,r,Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-032,PNN,1268,,1296,r,Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-033,PNN,1267,p,1296,r,Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-034,PNN,1129,,1230,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-035,PNN,1250,fp,1296,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-036,PNN,1239,fp,1296,r,Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-037,PNN,1236,p,1294,r,Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-038,PNN,1257,p,1294,r,Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-039,PNN,1252,fp,1296,v,Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-040,PNN,1261,fp,1296,r,Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-041,PNN,1229,p,1293,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-042,PNN,1232,fp,1287,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-043,PNN,1202,fp,1260,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-044,PNN,1134,fp,1201,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-045,PNN,1222,p,1261,v,Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-046,PNN,1231,p,1279,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-047,PNN,1265,fp,1290,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-048,PNN,1201,fp,1281,#NAME?,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-050,PNN,1238,p,1269,r,Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-051,PNN,1236,p,1290,r,Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-052,PNN,1259,fp,1290,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-053,PNN,1268,fp,1295,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-054,PNN,1244,fp,1301,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-055,PNN,1266,fp,1299,v,Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-056,PNN,1240,p,1301,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-057,PNN,1244,,1301,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-058,PNN,1237,p,1307,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-059,PNN,1244,fp,1297,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-060,PNN,1230,fp,1300,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-061,PNN,1218,,1271,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-063,PNN,1209,p,1267,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-064,PNN,1243,fp,1290,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-065,PNN,1219,fp,1287,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-066,PNN,1211,fp,1270,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-067,PNN,1213,p,1262,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-068,PNN,1216,fp,1261,r,Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-069,PNN,1202,fp,1276,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-070,PNN,1185,fp,1285,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-071,PNN,1187,fp,1287,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-072,PNN,1239,fp,1296,v,Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-073,PNN,1233,fp,1286,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-074,PNN,1240,fp,1268,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-075,PNN,1243,fp,1289,+r,Near Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-076,PNN,1215,fp,1290,v,Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-077,PNN,1255,fp,1290,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-078,PNN,1239,fp,1291,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-079,PNN,1222,fp,1270,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-080,PNN,1200,fp,1272,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-081,PNN,1234,fp,1277,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-082,PNN,1229,p,1283,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-083,PNN,1228,fp,1292,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-084,PNN,1266,,1295,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-085,PNN,1259,p,1296,v,Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-086,PNN,1207,±p,1293,v,Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-087,PNN,1249,p,1294,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-088,PNN,1269,p,1293,r,Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-089,PNN,1219,fp,1293,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-090,PNN,1260,,1293,r,Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-091,PNN,1267,p,1294,r,Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-092,PNN,1246,fp,1294,r,Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-093,PP,1215,fp,1287,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-096,PNN,1152,fp,1186,#NAME?,Non-Cutting,31J-009,
RioGrande,LA 000027,Center Group of Rooms,RG-0261-100,PNN,1272,p,1302,v,Cutting,31J-009,
RioGrande,LA 000027,Room 8,RG-0513-01,PNN,1244,p,1294,r,Cutting,31J-009,
RioGrande,LA 000027,Room 8,RG-0513-02,PNN,1203,p,1270,r,Cutting,31J-009,
RioGrande,LA 000027,Room 8,RG-0513-03,PNN,1235,p,1267,r,Cutting,31J-009,
RioGrande,LA 000027,Room 8,RG-0513-04,PNN,1208,p,1266,+r,Near Cutting,31J-009,
RioGrande,LA 000027,Room 8,RG-0513-05,PNN,1261,p,1298,r,Cutting,31J-009,
RioGrande,LA 000027,Room 8,RG-0513-06,PNN,1211,p,1267,r,Cutting,31J-009,
RioGrande,LA 000027,Room 8,RG-0513-08,PNN,1240,,1289,r,Cutting,31J-009,
RioGrande,LA 000027,Room 8,RG-0513-09,PNN,1240,p,1293,r,Cutting,31J-009,
RioGrande,LA 000027,Room 8,RG-0513-10,PNN,1241,p,1298,r,Cutting,31J-009,
RioGrande,LA 000027,Room 8,RG-0513-11,PNN,1274,,1306,r,Cutting,31J-009,
RioGrande,LA 000027,Room 8,RG-0513-14,PNN,1192,p,1270,r,Cutting,31J-009,
RioGrande,LA 000027,Room 8,RG-0513-16,PNN,1253,fp,1294,r,Cutting,31J-009,
RioGrande,LA 000027,Room 8,RG-0513-17,PNN,1230,p,1267,r,Cutting,31J-009,
RioGrande,LA 000027,Room 8,RG-0513-18,PNN,1211,,1270,r,Cutting,31J-009,
RioGrande,LA 000027,Room 8,RG-0513-20,PNN,1229,p,1267,r,Cutting,31J-009,
RioGrande,LA 000027,Room 8,RG-0513-26,PNN,1222,p,1267,r,Cutting,31J-009,
RioGrande,LA 000027,Room 8,RG-0513-28,PNN,1270,p,1299,r,Cutting,31J-009,
RioGrande,LA 000027,Room 8,RG-0513-29,PNN,1224,p,1267,r,Cutting,31J-009,
RioGrande,LA 000027,Room 8,RG-0513-30,PNN,1247,,1299,r,Cutting,31J-009,
RioGrande,LA 000027,Room 8,RG-0513-33,PNN,1185,p,1270,r,Cutting,31J-009,
RioGrande,LA 000027,Room 8,RG-0513-37,PNN,1264,fp,1298,r,Cutting,31J-009,
RioGrande,LA 000027,Room 8,RG-0513-38,PNN,1243,,1297,r,Cutting,31J-009,
RioGrande,LA 000027,Room 8,RG-0513-39,PNN,1268,p,1294,r,Cutting,31J-009,
RioGrande,LA 000027,Room 8,RG-0513-40,PNN,1241,p,1298,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Room 8,RG-0513-41,PNN,1149,fp,1255,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Room 8,RG-0513-42,PNN,1154,p,1228,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Room 8,RG-0513-44,PNN,1117,fp,1181,r,Cutting,31J-009,
RioGrande,LA 000027,Room 8,RG-0513-45,PNN,1171,fp,1262,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Room 8,RG-0513-46,PNN,1106,fp,1195,r,Cutting,31J-009,
RioGrande,LA 000027,Room 8,RG-0513-47,PNN,1242,fp,1311,v,Cutting,31J-009,
RioGrande,LA 000027,Room 8,RG-0513-48,PNN,1142,fp,1214,vv,Non-Cutting,31J-009,
RioGrande,LA 000027,Room 8,RG-0513-49,PNN,1155,p,1209,#NAME?,Non-Cutting,31J-009,
