Region,Site Name,Provenience,TRL Spec. No.,Species,Inside Date,Inside Suffix,Outside Date,Outside Suffix,Type of Date,TRLControl,Site No.
MesaVerde,20 1/2 House,Comp. Roof splint.,TWE-106,JUN,1205,p,1267,rB,Cutting,6V-083,
MesaVerde,20 1/2 House,Horiz intramural,TWE-101,PNN,1111,,1269,#NAME?,Non-Cutting,6V-083,
MesaVerde,20 1/2 House,Inc. Kiva roof splint?,TWE-126,JUN,1210,,1266,#NAME?,Near Cutting,6V-083,
MesaVerde,20 1/2 House,Inc. Kiva roof splint?,TWE-127,JUN,1200,,1266,+r,Near Cutting,6V-083,
MesaVerde,20 1/2 House,Inc. Kiva roof splint?,TWE-128,JUN,1209,,1266,#NAME?,Near Cutting,6V-083,
MesaVerde,20 1/2 House,Inc. Kiva roof splint?,TWE-132,JUN,1189,p,1266,+r,Near Cutting,6V-083,
MesaVerde,20 1/2 House,Inc. Kiva roof splint?,TWE-133,JUN,1194,,1266,#NAME?,Near Cutting,6V-083,
MesaVerde,20 1/2 House,Inc. Roof pole?,TWE-123,JUN,1200,,1262,v,Cutting,6V-083,
MesaVerde,20 1/2 House,Inc. Roof splint.,TWE-067,JUN,1107,,1235,#NAME?,Non-Cutting,6V-083,
MesaVerde,20 1/2 House,Kiva D,GP-7046,PNN,1183,p,1256,vv,Non-Cutting,6V-083,MV1676
MesaVerde,20 1/2 House,Kiva D,MVC-1947,JUN,919,p,1184,vv,Non-Cutting,6V-083,
MesaVerde,20 1/2 House,Kiva D,MVC-1948,JUN,1046,,1148,vv,Non-Cutting,6V-083,
MesaVerde,20 1/2 House,Kiva D,MVC-1949,JUN,1152,,1221,vv,Non-Cutting,6V-083,
MesaVerde,20 1/2 House,Kiva D,MVC-1950,JUN,1112,,1236,vv,Non-Cutting,6V-083,
MesaVerde,20 1/2 House,Kiva D,MVC-1951,DF,999,,1113,vv,Non-Cutting,6V-083,
MesaVerde,20 1/2 House,Kiva D,MVC-1954,JUN,962,,1125,vv,Non-Cutting,6V-083,
MesaVerde,20 1/2 House,Kiva D,MVC-1955,JUN,871,,1110,vv,Non-Cutting,6V-083,
MesaVerde,20 1/2 House,Kiva roof splint?,TWE-125,JUN,1179,,1264,#NAME?,Non-Cutting,6V-083,
MesaVerde,20 1/2 House,Loose log.,TWE-080,DF,1201,p,1258,vv,Non-Cutting,6V-083,
MesaVerde,20 1/2 House,Primary beam.,TWE-135,DF,1155,,1235,vv,Non-Cutting,6V-083,
MesaVerde,20 1/2 House,Primary beam?,TWE-095,PNN,1128,,1253,#NAME?,Non-Cutting,6V-083,
MesaVerde,20 1/2 House,Primary beam?,TWE-097,PNN,1115,,1201,vv,Non-Cutting,6V-083,
MesaVerde,20 1/2 House,Roof pole?,"TWE-096, 98",DF,1184,,1259,vv,Non-Cutting,6V-083,
MesaVerde,20 1/2 House,Roof pole?,TWE-099,JUN,907,p,1079,vv,Non-Cutting,6V-083,
MesaVerde,20 1/2 House,Roof pole?,TWE-100,PNN,1120,p,1257,#NAME?,Non-Cutting,6V-083,
MesaVerde,20 1/2 House,Roof pole?,TWE-121,JUN,1157,p,1264,#NAME?,Non-Cutting,6V-083,
MesaVerde,20 1/2 House,Roof splint.,TWE-071,JUN,945,,1019,vv,Non-Cutting,6V-083,
MesaVerde,20 1/2 House,Roof splint.,TWE-074,JUN,968,,1127,vv,Non-Cutting,6V-083,
MesaVerde,20 1/2 House,Roof splint.,TWE-082,JUN,690,,776,vv,Non-Cutting,6V-083,
MesaVerde,20 1/2 House,Roof splint.,TWE-083,JUN,963,,1068,#NAME?,Non-Cutting,6V-083,
MesaVerde,20 1/2 House,Roof splint.,TWE-084,JUN,918,,1057,#NAME?,Non-Cutting,6V-083,
MesaVerde,20 1/2 House,Roof splint.,TWE-104,JUN,926,,1030,vv,Non-Cutting,6V-083,
MesaVerde,20 1/2 House,Room 05,TWE-013,PNN,1205,,1257,vv,Non-Cutting,6V-083,
MesaVerde,20 1/2 House,Room 05,TWE-015,JUN,1224,+/-p,1277,vv,Non-Cutting,6V-083,
MesaVerde,20 1/2 House,Room 06,TWE-022,JUN,1209,+/-p,1256,v comp.,Cutting,6V-083,
MesaVerde,20 1/2 House,Room 06,TWE-023,JUN,1155,+/-p,1256,v inc.,Cutting,6V-083,
MesaVerde,20 1/2 House,Room 06,TWE-024,JUN,1208,+/-,1261,#NAME?,Non-Cutting,6V-083,
MesaVerde,20 1/2 House,Room 06,TWE-025,JUN,1170,+/-p,1256,LB inc.,Cutting,6V-083,
MesaVerde,20 1/2 House,Room 06,TWE-026,JUN,1177,+/-p,1256,L comp.,Cutting,6V-083,
MesaVerde,20 1/2 House,Room 06,TWE-028,JUN,1187,+/-p,1256,LB comp.,Cutting,6V-083,
MesaVerde,20 1/2 House,Room 06,TWE-029,JUN,1212,,1253,#NAME?,Near Cutting,6V-083,
MesaVerde,20 1/2 House,Room 24,"TWE-057, TWE-056",JUN,1211,+/-,1272,B comp.,Cutting,6V-083,
MesaVerde,20 1/2 House,Room 25,TWE-053,JUN,1225,+/-p,1267,B comp.,Cutting,6V-083,
MesaVerde,20 1/2 House,Room 28,TWE-058,JUN,1170,,1268,v inc.,Cutting,6V-083,
MesaVerde,20 1/2 House,Room 32,TWE-049,JUN,1206,,1267,LB comp.,Cutting,6V-083,
MesaVerde,20 1/2 House,Room 32b,TWE-041,JUN,1164,+/-p,1211,L comp.,Cutting,6V-083,
MesaVerde,20 1/2 House,Room 32b,TWE-042,JUN,1200,p,1267,B inc.,Cutting,6V-083,
MesaVerde,20 1/2 House,Room 32b,TWE-043,JUN,1203,,1267,B comp.,Cutting,6V-083,
MesaVerde,20 1/2 House,Room 33,TWE-046,JUN,1202,+/-,1254,#NAME?,Near Cutting,6V-083,
MesaVerde,20 1/2 House,Room 42,TWE-008,JUN,1200,+/-,1253,#NAME?,Non-Cutting,6V-083,
MesaVerde,20 1/2 House,Room 44,TWE-036,JUN,1172,+/-p,1264,v inc.,Cutting,6V-083,
MesaVerde,20 1/2 House,Story 1 roof fall.,TWE-091,JUN,802,,879,vv,Non-Cutting,6V-083,
MesaVerde,20 1/2 House,"Story 1, secondary beam.",TWE-086,JUN,1135,p,1211,vv,Non-Cutting,6V-083,
MesaVerde,20 1/2 House,,MVC-1952,JUN,1181,,1267,L comp.,Cutting,6V-083,
MesaVerde,20 1/2 House,,MVC-1953,JUN,1202,,1267,LB comp.,Cutting,6V-083,
MesaVerde,20 1/2 House,,TWE-037,JUN,926,,1170,#NAME?,Non-Cutting,6V-083,
MesaVerde,20 1/2 House,,TWE-038,JUN,1161,+/-,1205,#NAME?,Near Cutting,6V-083,
MesaVerde,20 1/2 House,,TWE-079,PNN,1204,,1268,vv,Non-Cutting,6V-083,
FourCorners,4-10-7-534,Kiva,MLS-01,JUN,941,p,1113,#NAME?,Non-Cutting,44W-073,4-10-7-534
FourCorners,4-10-7-534,Kiva,MLS-02,JUN,1013,np,1135,vv,Non-Cutting,44W-073,4-10-7-534
FourCorners,4-10-7-534,Kiva,MLS-03,JUN,925,,994,vv,Non-Cutting,44W-073,4-10-7-534
FourCorners,4-10-7-534,Kiva,MLS-05,JUN,945,,1109,vv,Non-Cutting,44W-073,4-10-7-534
FourCorners,4-10-7-534,Kiva,MLS-08,JUN,926,,1038,#NAME?,Non-Cutting,44W-073,4-10-7-534
FourCorners,4-10-7-534,Kiva,MLS-19,JUN,956,p,1139,vv,Non-Cutting,44W-073,4-10-7-534
FourCorners,4-10-7-534,Pithouse,MLS-11,JUN,1056,fp,1136,vv,Non-Cutting,44W-073,4-10-7-534
FourCorners,4-10-7-534,Room 1,MLS-14,PNN,757,p,827,r,Cutting,44W-073,4-10-7-534
FourCorners,4-10-7-534,Room 1,MLS-16,DF,780,,829,v,Cutting,44W-073,4-10-7-534
FourCorners,4-10-7-534,Room 1,MLS-17,DF,745,,809,#NAME?,Non-Cutting,44W-073,4-10-7-534
FourCorners,42SA00222,,BBU-12,DF,1127,p,1223,v,Cutting,44W-020,42SA00222
FourCorners,42SA00971,comp. F,UWM-592,JUN,648,+/-P,755,rB comp.,Cutting,44W-075,
FourCorners,42SA00971,comp. F,UWM-593,JUN,652,+/-P,755,r comp.,Cutting,44W-075,
FourCorners,42SA00971,comp. F,UWM-598,JUN,415,,581,vv,Non-Cutting,44W-075,
FourCorners,42SA00971,secondary level,UWM-590,PNN,618,P,745,#NAME?,Non-Cutting,44W-075,
FourCorners,42SA00971,Square 69,UWM-589,JUN,657,,749,vv,Non-Cutting,44W-075,
FourCorners,42SA00971,,UWM-601,JUN,476,,557,#NAME?,Non-Cutting,44W-075,
FourCorners,42SA00971,,UWM-602,JUN,618,+/-P,745,#NAME?,Non-Cutting,44W-075,
FourCorners,42SA03775,"Feathre 3A, antechamber",UWM-496,JUN,551,+/-,691,v inc.,Cutting,44W-141,
FourCorners,42SA03775,"Feathre 3A, antechamber",UWM-498,JUN,514,+/-p,685,vv,Non-Cutting,44W-141,
FourCorners,42SA03775,"Feathre 3A, antechamber",UWM-519,JUN,526,+/-p,690,vv,Non-Cutting,44W-141,
FourCorners,42SA03775,"Feathre 3A, antechamber",UWM-520,JUN,540,+/-p,674,vv,Non-Cutting,44W-141,
FourCorners,42SA03775,Feature 1,UWM-481,JUN,534,,628,vv,Non-Cutting,44W-141,
FourCorners,42SA03775,Feature 1,UWM-483,JUN,507,+/-,632,vv,Non-Cutting,44W-141,
FourCorners,42SA03775,Feature 2,UWM-487,JUN,465,,683,#NAME?,Non-Cutting,44W-141,
FourCorners,42SA03775,Feature 2,UWM-489,JUN,442,+/-p,637,vv,Non-Cutting,44W-141,
FourCorners,42SA03775,Feature 2,UWM-491,JUN,433,,545,#NAME?,Non-Cutting,44W-141,
FourCorners,42SA03775,Feature 2,UWM-492,JUN,563,,683,vv,Non-Cutting,44W-141,
FourCorners,42SA03775,Feature 3,UWM-525,JUN,585,+/-p,690,r comp.,Cutting,44W-141,
FourCorners,42SA03775,"Feature 3, Main room",UWM-500,JUN,370,+/-p,663,#NAME?,Non-Cutting,44W-141,
FourCorners,42SA03775,"Feature 3, Main room",UWM-501,JUN,522,,666,#NAME?,Non-Cutting,44W-141,
FourCorners,42SA03775,"Feature 3, Main room",UWM-503,JUN,434,,598,#NAME?,Non-Cutting,44W-141,
FourCorners,42SA03775,"Feature 3, Main room",UWM-505,JUN,501,+/-p,684,vv,Non-Cutting,44W-141,
FourCorners,42SA03775,"Feature 3, Main room",UWM-506,JUN,451,+/-p,669,vv,Non-Cutting,44W-141,
FourCorners,42SA03775,"Feature 3, Main room",UWM-510,JUN,429,+/-p,683,vv,Non-Cutting,44W-141,
FourCorners,42SA03775,"Feature 3, Main room",UWM-512,PP,437,p,537,vv,Non-Cutting,44W-141,
FourCorners,42SA03775,"Feature 3, Main room",UWM-515,JUN,398,+/-,683,vv,Non-Cutting,44W-141,
FourCorners,42SA03775,"Feature 3, Main room",UWM-516,JUN,441,p,636,#NAME?,Non-Cutting,44W-141,
FourCorners,42SA03775,"Feature 3, pit",UWM-521,PP,446,p,550,vv,Non-Cutting,44W-141,
FourCorners,42SA03775,"Feature 3, trench",UWM-522,JUN,490,+/-p,564,#NAME?,Non-Cutting,44W-141,
FourCorners,42SA03775,Feature 3.34,UWM-523,JUN,528,+/-p,674,#NAME?,Non-Cutting,44W-141,
FourCorners,42SA05559,"Pithouse, lower firepit",UWM-109,JUN,1111,p,1202,vv,Non-Cutting,44W-110,
FourCorners,42SA05559,"Pithouse, trench C",UWM-113,DF,719,p,805,vv,Non-Cutting,44W-110,
FourCorners,42SA05559,,UWM-120,DF,740,p,839,r,Cutting,44W-110,
FourCorners,42SA06381,Feature 1,UWM-203,PNN,1152,,1238,vv,Non-Cutting,44W-117,
FourCorners,42SA06385,"Pit structure, firepit",UWM-186,PNN,933,p,1054,vv,Non-Cutting,44W-115,
FourCorners,42SA06393,,UWM-604,JUN,934,,1036,#NAME?,Non-Cutting,44W-148,
FourCorners,42SA06393,,UWM-605,JUN,936,,1052,vv,Non-Cutting,44W-148,
FourCorners,42SA06393,,UWM-606,JUN,937,,1060,#NAME?,Non-Cutting,44W-148,
FourCorners,42SA06393,,UWM-607,JUN,892,+/-p,1000,vv,Non-Cutting,44W-148,
FourCorners,42SA06393,,UWM-608,JUN,928,,1001,vv,Non-Cutting,44W-148,
FourCorners,42SA06393,,UWM-609,JUN,931,p,1003,#NAME?,Non-Cutting,44W-148,
FourCorners,42SA06393,,UWM-610,JUN,912,p,1036,#NAME?,Non-Cutting,44W-148,
FourCorners,42SA06396,"12N - 15E, Feature 5, 12 cm S, 21 cm W",UWM-252,JUN,537,np,676,vv,Non-Cutting,44W-115,
FourCorners,42SA06638,door post?,NBR-0644,JUN,650,+/-,986,vv,Non-Cutting,44W-143,
FourCorners,42SA06638,loose in room fill,"NBR-0646a,b ",JUN,1142,+/-p,1232,#NAME?,Near Cutting,44W-143,
FourCorners,42SA06638,vertical wall log,NBR-0641,PNN,1167,,1254,#NAME?,Non-Cutting,44W-143,
FourCorners,42SA06638,vertical wall log,NBR-0642,PNN,1152,,1253,#NAME?,Near Cutting,44W-143,
FourCorners,42SA06638,vertical wall log,NBR-0643,PNN,1049,,1116,vv,Non-Cutting,44W-143,
FourCorners,42SA06638,vertical wall log,NBR-0645,PNN,824,,972,#NAME?,Non-Cutting,44W-143,
FourCorners,42SA06645,Horizontal wall log,NBR-0094,PNN,645,p,1069,#NAME?,Non-Cutting,44W-135,
FourCorners,42SA06645,"Horizontal wall log, east wall",NBR-0089,JUN,802,p,997,#NAME?,Near Cutting,44W-135,
FourCorners,42SA06645,"Horizontal wall log, east wall",NBR-0090,JUN,932,,1038,vv,Non-Cutting,44W-135,
FourCorners,42SA06645,"Horizontal wall log, east wall",NBR-0093,PNN,1105,,1222,vv,Non-Cutting,44W-135,
FourCorners,42SA06645,"Horizontal wall log, south wall",NBR-0099,JUN,774,,904,vv,Non-Cutting,44W-135,
FourCorners,42SA06645,"Horizontal wall log, south wall",NBR-0100,JUN,1027,,1114,vv,Non-Cutting,44W-135,
FourCorners,42SA06645,"Horizontal wall log, west wall",NBR-0095,JUN,730,,991,#NAME?,Non-Cutting,44W-135,
FourCorners,42SA06645,"Horizontal wall log, west wall",NBR-0096,JUN,742,,953,#NAME?,Non-Cutting,44W-135,
FourCorners,42SA06645,"Horizontal wall log, west wall",NBR-0097,JUN,964,,1066,vv,Non-Cutting,44W-135,
FourCorners,42SA06651,Kiva A exterior retaining wall,NBR-0619,PNN,918,p,1170,vv,Non-Cutting,44W-142,
FourCorners,42SA06651,Kiva A exterior retaining wall,NBR-0620,JUN,1144,,1210,vv,Non-Cutting,44W-142,
FourCorners,42SA06651,Kiva A loose,NBR-0617,PNN,1163,,1236,r inc.,Cutting,44W-142,
FourCorners,42SA06651,Kiva A loose ladder pole?,NBR-0623,JUN,1117,,1232,vv,Non-Cutting,44W-142,
FourCorners,42SA06651,Kiva A pilaster wall cribbing,"NBR-0554a, b",JUN,961,,1232,#NAME?,Near Cutting,44W-142,
FourCorners,42SA06651,Kiva A pilaster wall cribbing,"NBR-0555a, b",JUN,879,,1245,#NAME?,Near Cutting,44W-142,
FourCorners,42SA06651,Kiva A pilaster wall cribbing,NBR-0556,JUN,1068,,1211,vv,Non-Cutting,44W-142,
FourCorners,42SA06651,Kiva A pilaster wall cribbing,NBR-0557,JUN,929,,1137,vv,Non-Cutting,44W-142,
FourCorners,42SA06651,Kiva A pilaster wall cribbing,NBR-0558,JUN,1155,p,1226,#NAME?,Near Cutting,44W-142,
FourCorners,42SA06651,Kiva A pilaster wall cribbing,NBR-0559,PNN,1163,,1236,r comp.,Cutting,44W-142,
FourCorners,42SA06651,Kiva A pilaster wall cribbing,NBR-0560,JUN,902,,1214,#NAME?,Non-Cutting,44W-142,
FourCorners,42SA06651,Kiva A pilaster wall cribbing,NBR-0563,PNN,1005,p,1234,#NAME?,Near Cutting,44W-142,
FourCorners,42SA06651,Kiva A pilaster wall cribbing,"NBR-0564a, b",JUN,1001,,1172,vv,Non-Cutting,44W-142,
FourCorners,42SA06651,Kiva A pilaster wall cribbing,"NBR-0565a, b",JUN,802,+/-,1134,#NAME?,Non-Cutting,44W-142,
FourCorners,42SA06651,Kiva A pilaster wall cribbing,NBR-0566,JUN,1087,,1232,#NAME?,Non-Cutting,44W-142,
FourCorners,42SA06651,Kiva A pilaster wall cribbing,NBR-0567,JUN,943,p,1124,vv,Non-Cutting,44W-142,
FourCorners,42SA06651,Kiva A pilaster wall cribbing,NBR-0568,JUN,913,p,1134,#NAME?,Non-Cutting,44W-142,
FourCorners,42SA06651,Kiva A pilaster wall cribbing,NBR-0569,JUN,1141,p,1234,B comp.,Cutting,44W-142,
FourCorners,42SA06651,Kiva A pilaster wall cribbing,NBR-0570,JUN,1051,p,1231,B comp.,Cutting,44W-142,
FourCorners,42SA06651,Kiva A pilaster wall cribbing,"NBR-0571a, b",JUN,915,,1128,vv,Non-Cutting,44W-142,
FourCorners,42SA06651,Kiva A pilaster wall cribbing,NBR-0572,JUN,1165,,1236,rB comp.,Cutting,44W-142,
FourCorners,42SA06651,Kiva A pilaster wall cribbing,NBR-0573,JUN,1198,,1232,#NAME?,Near Cutting,44W-142,
FourCorners,42SA06651,Kiva A pilaster wall cribbing,NBR-0574,PNN,1015,p,1172,#NAME?,Non-Cutting,44W-142,
FourCorners,42SA06651,Kiva A pilaster wall cribbing,"NBR-0575a, b",JUN,1111,,1244,#NAME?,Near Cutting,44W-142,
FourCorners,42SA06651,Kiva A pilaster wall cribbing,NBR-0577,PNN,1158,,1230,vv,Non-Cutting,44W-142,
FourCorners,42SA06651,Kiva A pilaster wall cribbing,NBR-0578,JUN,882,,1173,vv,Non-Cutting,44W-142,
FourCorners,42SA06651,Kiva A pilaster wall cribbing,NBR-0579,JUN,655,,1122,#NAME?,Non-Cutting,44W-142,
FourCorners,42SA06651,Kiva A pilaster wall cribbing,NBR-0580,JUN,928,,1173,#NAME?,Non-Cutting,44W-142,
FourCorners,42SA06651,Kiva A pilaster wall cribbing,"NBR-0581a, b",JUN,1200,p,1232,#NAME?,Near Cutting,44W-142,
FourCorners,42SA06651,Kiva A roof filler,NBR-0582,JUN,839,p,1129,vv,Non-Cutting,44W-142,
FourCorners,42SA06651,Kiva A roof secondary,NBR-0583,PNN,1052,p,1239,vv,Non-Cutting,44W-142,
FourCorners,42SA06651,Kiva A roof secondary,NBR-0587,PNN,878,,1096,#NAME?,Non-Cutting,44W-142,
FourCorners,42SA06651,Kiva A roof secondary,NBR-0590,JUN,1154,+/-,1235,B comp.,Cutting,44W-142,
FourCorners,42SA06651,Kiva A roof secondary,NBR-0592,JUN,1078,,1238,v,Cutting,44W-142,
FourCorners,42SA06651,Kiva A roof secondary,NBR-0594,JUN,819,+/-,1131,#NAME?,Non-Cutting,44W-142,
FourCorners,42SA06651,Kiva A roof secondary,"NBR-0595a, b",JUN,933,+/-,1173,vv,Non-Cutting,44W-142,
FourCorners,42SA06651,Kiva A secondary 2,"NBR-0596a, b",JUN,972,,1138,#NAME?,Non-Cutting,44W-142,
FourCorners,42SA06651,Kiva A secondary 2,NBR-0597,JUN,958,p,1130,vv,Non-Cutting,44W-142,
FourCorners,42SA06651,Kiva A secondary 2,NBR-0598,JUN,958,+/-,1111,vv,Non-Cutting,44W-142,
FourCorners,42SA06651,Kiva A secondary 2,NBR-0599,JUN,1036,p,1130,vv,Non-Cutting,44W-142,
FourCorners,42SA06651,Kiva A secondary 2,NBR-0601,PNN,999, ,1146,#NAME?,Non-Cutting,44W-142,
FourCorners,42SA06651,Kiva A secondary 2,NBR-0603,JUN,1140,p,1243,vv,Non-Cutting,44W-142,
FourCorners,42SA06651,Kiva A secondary 2,NBR-0605,JUN,1078,p,1215,#NAME?,Near Cutting,44W-142,
FourCorners,42SA06651,Kiva A secondary 2,NBR-0606,JUN,811,p,1116,vv,Non-Cutting,44W-142,
FourCorners,42SA06651,Kiva A secondary 2,NBR-0607,JUN,873,p,1157,#NAME?,Non-Cutting,44W-142,
FourCorners,42SA06651,Kiva A secondary 2,NBR-0608,JUN,1147,p,1215,#NAME?,Near Cutting,44W-142,
FourCorners,42SA06651,Kiva A secondary 2,NBR-0609,JUN,992,+/-,1136,#NAME?,Non-Cutting,44W-142,
FourCorners,42SA06651,Kiva A secondary 2,NBR-0612,JUN,1203,,1230,v inc.,Cutting,44W-142,
FourCorners,42SA06651,Kiva A vent lintel,NBR-0552,JUN,936,+/-p,1213,#NAME?,Near Cutting,44W-142,
FourCorners,42SA06651,"Kiva A, crib wall",NBR-0616,JUN,1200,,1232,#NAME?,Near Cutting,44W-142,
FourCorners,42SA06651,Room 1 loose against wall,NRB-0632,JUN,1065,,1232,vv,Non-Cutting,44W-142,
FourCorners,42SA06651,Room 1 loose in fill,NBR-0633,JUN,1099,,1232,#NAME?,Non-Cutting,44W-142,
FourCorners,42SA06651,Room 1 roof primary,NBR-0625,JUN,1039,+/-p,1228,vv,Non-Cutting,44W-142,
FourCorners,42SA06651,Room 1 roof primary,NBR-0626,JUN,1163,p,1220,vv,Non-Cutting,44W-142,
FourCorners,42SA06651,Room 1 roof primary,NBR-0628,JUN,833,,1084,#NAME?,Non-Cutting,44W-142,
FourCorners,42SA06651,Room 3 roof primary,NBR-0549,JUN,848,+/-,1237,vv,Non-Cutting,44W-142,
FourCorners,42SA06651,Room 3 roof primary,NBR-0550,JUN,963,+/-p,1245,vv,Non-Cutting,44W-142,
FourCorners,42SA06651,Room 3 roof splint,NBR-0541,JUN,1179,p,1239,vv,Non-Cutting,44W-142,
FourCorners,42SA06651,Room 3 roof splint,NBR-0542,JUN,1139,,1242,vv,Non-Cutting,44W-142,
FourCorners,42SA06651,Room 3 roof splint,NBR-0544,JUN,970,,1080,vv,Non-Cutting,44W-142,
FourCorners,42SA06651,Room 3 roof splint,NBR-0547,JUN,847,+/-,1125,#NAME?,Non-Cutting,44W-142,
FourCorners,42SA06651,Room 4 door lintel,NBR-0535,JUN,1172,,1246,v,Cutting,44W-142,
FourCorners,42SA06757,"36N - 8W, Feature 2, 24-35cm",UWM-245,JUN,533,np,627,#NAME?,Non-Cutting,44W-115,
FourCorners,42SA07659,Feature 10,UWM-344,JUN,875,p,1051,r inc.,Cutting,44W-126,
FourCorners,42SA07659,Feature 10,UWM-345,JUN,905,+/-P,1027,vv,Non-Cutting,44W-126,
FourCorners,42SA07659,Feature 10,UWM-347,JUN,894,p,1022,#NAME?,Non-Cutting,44W-126,
FourCorners,42SA07659,Feature 10,UWM-348,JUN,730,+/-P,1051,r inc.,Cutting,44W-126,
FourCorners,42SA07659,Feature 10,UWM-349,JUN,913,+/-P,1049,+r inc.,Near Cutting,44W-126,
FourCorners,42SA07659,Feature 10,UWM-350,JUN,904,,1051,rB inc.,Cutting,44W-126,
FourCorners,42SA07659,Feature 10,UWM-351,JUN,873,+/-P,1041,#NAME?,Non-Cutting,44W-126,
FourCorners,42SA07659,Feature 10,UWM-352,JUN,880,+/-P,1050,#NAME?,Near Cutting,44W-126,
FourCorners,42SA07659,Feature 10,UWM-353,JUN,951,p,1049,r inc.,Cutting,44W-126,
FourCorners,42SA07659,Feature 10,UWM-354,JUN,921,p,1051,r inc.,Cutting,44W-126,
FourCorners,42SA07659,Feature 10,UWM-355,JUN,935,p,1047,vv,Non-Cutting,44W-126,
FourCorners,42SA07659,Feature 11,UWM-374,JUN,910,p,1039,vv,Non-Cutting,44W-126,
FourCorners,42SA07659,Feature 6.19,UWM-375,JUN,889,p,1049,r in.c,Cutting,44W-126,
FourCorners,42SA07659,Feaure 12,UWM-356,JUN,969,+/-P,1050,vv,Non-Cutting,44W-126,
FourCorners,42SA07659,Feaure 12,UWM-357,JUN,915,,1033,vv,Non-Cutting,44W-126,
FourCorners,42SA07659,Feaure 12,UWM-358,JUN,949,+/-P,1050,r comp.,Cutting,44W-126,
FourCorners,42SA07659,Feaure 12,UWM-359,JUN,820,+/-P,1050,vv,Non-Cutting,44W-126,
FourCorners,42SA07659,Feaure 12,UWM-360,JUN,915,+/-P,1052,r,Cutting,44W-126,
FourCorners,42SA07659,Feaure 12,UWM-361,JUN,817,p,1054,r inc.,Cutting,44W-126,
FourCorners,42SA07659,Feaure 12,UWM-362,JUN,959,p,1054,r comp.,Cutting,44W-126,
FourCorners,42SA07659,Feaure 6,UWM-363,JUN,853,p,1042,r comp.,Cutting,44W-126,
FourCorners,42SA07659,Feaure 6,UWM-365,JUN,819,+/-P,1042,+r inc.,Near Cutting,44W-126,
FourCorners,42SA07659,Feaure 6,UWM-366,JUN,928,p,1049,r inc.,Cutting,44W-126,
FourCorners,42SA07659,Feaure 6,UWM-367,JUN,962,p,1046,rB comp.,Cutting,44W-126,
FourCorners,42SA07659,Feaure 6,UWM-368,JUN,878,+/-P,1029,r comp.,Cutting,44W-126,
FourCorners,42SA07659,Feaure 6,UWM-369,JUN,902,+/-P,1042,r inc.,Cutting,44W-126,
FourCorners,42SA07659,Feaure 6,UWM-370,JUN,896,+/-,1043,rB inc.,Cutting,44W-126,
FourCorners,42SA07659,Feaure 6,UWM-372,JUN,912,p,1042,r comp.,Cutting,44W-126,
FourCorners,42SA12209,"Structure 5, F.S. 47",UWM-302,DF,695,,823,#NAME?,Non-Cutting,44W-120,
FourCorners,42SA12209,"Structure 5, F.S. 47",UWM-303,DF,658,,786,vv,Non-Cutting,44W-120,
FourCorners,42SA20977,Feature 2,UWM-331,JUN,502,,659,r comp.,Cutting,44W-125,
FourCorners,42SA20977,Feature 2,UWM-333,JUN,379,P,567,#NAME?,Non-Cutting,44W-125,
FourCorners,42SA20977,Feature 2,UWM-334,JUN,441,+/-,682,#NAME?,Non-Cutting,44W-125,
FourCorners,42SA20977,Feature 2,UWM-335,JUN,398,,597,#NAME?,Non-Cutting,44W-125,
FourCorners,42SA20977,Feature 2,UWM-337,JUN,349,+/-P,609,vv,Non-Cutting,44W-125,
FourCorners,42SA20977,Feature 2,UWM-338,JUN,420,+/-P,621,vv,Non-Cutting,44W-125,
FourCorners,42SA20977,Feature 2,UWM-339,JUN,295,+/-,656,#NAME?,Non-Cutting,44W-125,
FourCorners,42SA20977,Feature 2,UWM-340,JUN,482,,680,B inc.,Cutting,44W-125,
FourCorners,42SA20977,Feature 3,UWM-341,JUN,608,P,683,+r inc.,Near Cutting,44W-125,
FourCorners,42SA22449,Pithouse floor,UWM-323,PNN,629,P,694,r inc.,Cutting,44W-124,
FourCorners,42SA22449,Pithouse floor,UWM-324,PNN,617,P,693,v inc.,Cutting,44W-124,
FourCorners,42SA22449,Pithouse floor,UWM-325,PNN,637,P,693,rB inc.,Cutting,44W-124,
FourCorners,42SA22449,Pithouse floor,UWM-326,JUN,404,+/-P,692,+r inc.,Near Cutting,44W-124,
FourCorners,42SA22449,Pithouse floor,UWM-328,PNN,621,P,692,vv,Non-Cutting,44W-124,
FourCorners,42SA22449,Pithouse floor,UWM-329,PNN,638,P,693,rB inc.,Cutting,44W-124,
FourCorners,42SA23321,"Feature 2, loose logs",NBR-0459,PNN,917,,1141,vv,Non-Cutting,44W-139,
FourCorners,42SA23321,"Feature 2, loose logs",NBR-0461,PNN,896,,1012,vv,Non-Cutting,44W-139,
FourCorners,42SA23321,"Feature 2, loose logs, S(?) wall log",NBR-0452,PNN,956,,1203,vv,Non-Cutting,44W-139,
FourCorners,42SA23321,"Feature 2, loose logs, S(?) wall log",NBR-0453,PNN,903,,1086,vv,Non-Cutting,44W-139,
FourCorners,42SA23321,"Feature 2, loose logs, S(?) wall log",NBR-0455,PNN,932,p,1147,vv,Non-Cutting,44W-139,
FourCorners,42SA23321,"Feature 2, loose logs, W wall filler",NBR-0451,PNN,836,,1074,vv,Non-Cutting,44W-139,
