VEP_Site_Name,VEP_Trinomial,VEP_LA_number,Boc_Site_Name,Boc_Site_Number,Boc_SiteID,Canon_Site_Name,Canon_Trinomial,Canon_LA_Number,Canon_SiteID,Aliases,Study Area,GIVE UP!,Comment,Canon Complete?
,5MV3675,,,,,,5MV3675,,,,CMV,,,Yes
,5MV3676,,,,,,5MV3676,,,,CMV,,,Yes
,5MV3677,,,,,,5MV3677,,,,CMV,,,Yes
,5MV3678,,,,,,5MV3678,,,,CMV,,,Yes
,5MV3679,,,,,,5MV3679,,,,CMV,,,Yes
,5MV3680,,,,,,5MV3680,,,,CMV,,,Yes
,5MV3681,,,,,,5MV3681,,,,CMV,,,Yes
,5MV3682,,,,,,5MV3682,,,,CMV,,,Yes
,5MV3683,,,,,,5MV3683,,,,CMV,,,Yes
,5MV3684,,,,,,5MV3684,,,,CMV,,,Yes
,5MV3686,,,,,,5MV3686,,,,CMV,,,Yes
,5MV3688,,,,,,5MV3688,,,,CMV,,,Yes
,5MV3689,,,,,,5MV3689,,,,CMV,,,Yes
,5MV369,,,,,,5MV369,,,,CMV,,,Yes
,5MV3690,,,,,,5MV3690,,,,CMV,,,Yes
,5MV3692,,,,,,5MV3692,,,,CMV,,,Yes
,5MV3693,,,,,,5MV3693,,,,CMV,,,Yes
,5MV3694,,,,,,5MV3694,,,,CMV,,,Yes
,5MV3695,,,,,,5MV3695,,,,CMV,,,Yes
,5MV3696,,,,,,5MV3696,,,,CMV,,,Yes
,5MV3697,,,,,,5MV3697,,,,CMV,,,Yes
,5MV3698,,,,,,5MV3698,,,,CMV,,,Yes
,5MV3699,,,,,,5MV3699,,,,CMV,,,Yes
,5MV370,,,,,,5MV370,,,,CMV,,,Yes
,5MV3700,,,,,,5MV3700,,,,CMV,,,Yes
,5MV3701,,,,,,5MV3701,,,,CMV,,,Yes
,5MV3702,,,,,,5MV3702,,,,CMV,,,Yes
,5MV3704,,,,,,5MV3704,,,,CMV,,,Yes
,5MV3705,,,,,,5MV3705,,,,CMV,,,Yes
,5MV3706,,,,,,5MV3706,,,,CMV,,,Yes
,5MV3707,,,,,,5MV3707,,,,CMV,,,Yes
,5MV3708,,,,,,5MV3708,,,,CMV,,,Yes
,5MV3709,,,,,,5MV3709,,,,CMV,,,Yes
,5MV371,,,,,,5MV371,,,,CMV,,,Yes
,5MV3710,,,,,,5MV3710,,,,CMV,,,Yes
,5MV3711,,,,,,5MV3711,,,,CMV,,,Yes
,5MV3712,,,,,,5MV3712,,,,CMV,,,Yes
,5MV3713,,,,,,5MV3713,,,,CMV,,,Yes
,5MV3714,,,,,,5MV3714,,,,CMV,,,Yes
,5MV3715,,,,,,5MV3715,,,,CMV,,,Yes
,5MV3716,,,,,,5MV3716,,,,CMV,,,Yes
,5MV3717,,,,,,5MV3717,,,,CMV,,,Yes
,5MV3718,,,,,,5MV3718,,,,CMV,,,Yes
,5MV3719,,,,,,5MV3719,,,,CMV,,,Yes
,5MV372,,,,,,5MV372,,,,CMV,,,Yes
,5MV3720,,,,,,5MV3720,,,,CMV,,,Yes
,5MV3721,,,,,,5MV3721,,,,CMV,,,Yes
,5MV3722,,,,,,5MV3722,,,,CMV,,,Yes
,5MV3723,,,,,,5MV3723,,,,CMV,,,Yes
,5MV3724,,,,,,5MV3724,,,,CMV,,,Yes
,5MV3725,,,,,,5MV3725,,,,CMV,,,Yes
,5MV3726,,,,,,5MV3726,,,,CMV,,,Yes
,5MV3727,,,,,,5MV3727,,,,CMV,,,Yes
,5MV3728,,,,,,5MV3728,,,,CMV,,,Yes
,5MV3729,,,,,,5MV3729,,,,CMV,,,Yes
,5MV373,,,,,,5MV373,,,,CMV,,,Yes
,5MV3731,,,,,,5MV3731,,,,CMV,,,Yes
,5MV3733,,,,,,5MV3733,,,,CMV,,,Yes
,5MV3734,,,,,,5MV3734,,,,CMV,,,Yes
,5MV3735,,,,,,5MV3735,,,,CMV,,,Yes
,5MV3736,,,,,,5MV3736,,,,CMV,,,Yes
,5MV3739,,,,,,5MV3739,,,,CMV,,,Yes
,5MV374,,,,,,5MV374,,,,CMV,,,Yes
,5MV3740,,,,,,5MV3740,,,,CMV,,,Yes
,5MV3741,,,,,,5MV3741,,,,CMV,,,Yes
,5MV3742,,,,,,5MV3742,,,,CMV,,,Yes
,5MV3743,,,,,,5MV3743,,,,CMV,,,Yes
,5MV3745,,,,,,5MV3745,,,,CMV,,,Yes
,5MV3746,,,,,,5MV3746,,,,CMV,,,Yes
,5MV3747,,,,,,5MV3747,,,,CMV,,,Yes
,5MV3748,,,,,,5MV3748,,,,CMV,,,Yes
,5MV3749,,,,,,5MV3749,,,,CMV,,,Yes
,5MV375,,,,,,5MV375,,,,CMV,,,Yes
,5MV3750,,,,,,5MV3750,,,,CMV,,,Yes
,5MV3751,,,,,,5MV3751,,,,CMV,,,Yes
,5MV3752,,,,,,5MV3752,,,,CMV,,,Yes
,5MV3753,,,,,,5MV3753,,,,CMV,,,Yes
,5MV3754,,,,,,5MV3754,,,,CMV,,,Yes
,5MV3755,,,,,,5MV3755,,,,CMV,,,Yes
,5MV3756,,,,,,5MV3756,,,,CMV,,,Yes
,5MV3757,,,,,,5MV3757,,,,CMV,,,Yes
,5MV3758,,,,,,5MV3758,,,,CMV,,,Yes
,5MV3759,,,,,,5MV3759,,,,CMV,,,Yes
,5MV376,,,,,,5MV376,,,,CMV,,,Yes
,5MV3760,,,,,,5MV3760,,,,CMV,,,Yes
,5MV3761,,,,,,5MV3761,,,,CMV,,,Yes
,5MV3762,,,,,,5MV3762,,,,CMV,,,Yes
,5MV3763,,,,,,5MV3763,,,,CMV,,,Yes
,5MV3764,,,,,,5MV3764,,,,CMV,,,Yes
,5MV3765,,,,,,5MV3765,,,,CMV,,,Yes
,5MV3766,,,,,,5MV3766,,,,CMV,,,Yes
,5MV3767,,,,,,5MV3767,,,,CMV,,,Yes
,5MV3768,,,,,,5MV3768,,,,CMV,,,Yes
,5MV3769,,,,,,5MV3769,,,,CMV,,,Yes
,5MV377,,,,,,5MV377,,,,CMV,,,Yes
,5MV3770,,,,,,5MV3770,,,,CMV,,,Yes
,5MV3771,,,,,,5MV3771,,,,CMV,,,Yes
,5MV3773,,,,,,5MV3773,,,,CMV,,,Yes
,5MV3774,,,,,,5MV3774,,,,CMV,,,Yes
,5MV3775,,,,,,5MV3775,,,,CMV,,,Yes
,5MV3776,,,,,,5MV3776,,,,CMV,,,Yes
,5MV3777,,,,,,5MV3777,,,,CMV,,,Yes
,5MV3779,,,,,,5MV3779,,,,CMV,,,Yes
,5MV378,,,,,,5MV378,,,,CMV,,,Yes
,5MV3780,,,,,,5MV3780,,,,CMV,,,Yes
,5MV3781,,,,,,5MV3781,,,,CMV,,,Yes
,5MV3782,,,,,,5MV3782,,,,CMV,,,Yes
,5MV3784,,,,,,5MV3784,,,,CMV,,,Yes
,5MV3785,,,,,,5MV3785,,,,CMV,,,Yes
,5MV3786,,,,,,5MV3786,,,,CMV,,,Yes
,5MV3787,,,,,,5MV3787,,,,CMV,,,Yes
,5MV379,,,,,,5MV379,,,,CMV,,,Yes
,5MV3790,,,,,,5MV3790,,,,CMV,,,Yes
,5MV3791,,,,,,5MV3791,,,,CMV,,,Yes
,5MV3792,,,,,,5MV3792,,,,CMV,,,Yes
,5MV3793,,,,,,5MV3793,,,,CMV,,,Yes
,5MV3794,,,,,,5MV3794,,,,CMV,,,Yes
,5MV3795,,,,,,5MV3795,,,,CMV,,,Yes
,5MV3796,,,,,,5MV3796,,,,CMV,,,Yes
,5MV3797,,,,,,5MV3797,,,,CMV,,,Yes
,5MV3798,,,,,,5MV3798,,,,CMV,,,Yes
,5MV3799,,,,,,5MV3799,,,,CMV,,,Yes
,5MV38,,,,,,5MV38,,,,CMV,,,Yes
,5MV380,,,,,,5MV380,,,,CMV,,,Yes
,5MV3800,,,,,,5MV3800,,,,CMV,,,Yes
,5MV3801,,,,,,5MV3801,,,,CMV,,,Yes
,5MV3802,,,,,,5MV3802,,,,CMV,,,Yes
,5MV3804,,,,,,5MV3804,,,,CMV,,,Yes
,5MV3805,,,,,,5MV3805,,,,CMV,,,Yes
,5MV3807,,,,,,5MV3807,,,,CMV,,,Yes
,5MV3809,,,,,,5MV3809,,,,CMV,,,Yes
,5MV381,,,,,,5MV381,,,,CMV,,,Yes
,5MV3810,,,,,,5MV3810,,,,CMV,,,Yes
,5MV3811,,,,,,5MV3811,,,,CMV,,,Yes
,5MV3812,,,,,,5MV3812,,,,CMV,,,Yes
,5MV3813,,,,,,5MV3813,,,,CMV,,,Yes
,5MV3814,,,,,,5MV3814,,,,CMV,,,Yes
,5MV3815,,,,,,5MV3815,,,,CMV,,,Yes
,5MV3816,,,,,,5MV3816,,,,CMV,,,Yes
,5MV3817,,,,,,5MV3817,,,,CMV,,,Yes
,5MV3818,,,,,,5MV3818,,,,CMV,,,Yes
,5MV3819,,,,,,5MV3819,,,,CMV,,,Yes
,5MV382,,,,,,5MV382,,,,CMV,,,Yes
,5MV3820,,,,,,5MV3820,,,,CMV,,,Yes
,5MV3822,,,,,,5MV3822,,,,CMV,,,Yes
,5MV3823,,,,,,5MV3823,,,,CMV,,,Yes
,5MV3824,,,,,,5MV3824,,,,CMV,,,Yes
,5MV3825,,,,,,5MV3825,,,,CMV,,,Yes
,5MV3827,,,,,,5MV3827,,,,CMV,,,Yes
,5MV3829,,,,,,5MV3829,,,,CMV,,,Yes
,5MV383,,,,,,5MV383,,,,CMV,,,Yes
,5MV3830,,,,,,5MV3830,,,,CMV,,,Yes
,5MV3832,,,,,,5MV3832,,,,CMV,,,Yes
,5MV3834,,,,,,5MV3834,,,,CMV,,,Yes
,5MV3835,,,,,,5MV3835,,,,CMV,,,Yes
,5MV3837,,,,,,5MV3837,,,,CMV,,,Yes
,5MV3839,,,,,,5MV3839,,,,CMV,,,Yes
,5MV384,,,,,,5MV384,,,,CMV,,,Yes
,5MV3840,,,,,,5MV3840,,,,CMV,,,Yes
,5MV3843,,,,,,5MV3843,,,,CMV,,,Yes
,5MV3844,,,,,,5MV3844,,,,CMV,,,Yes
,5MV3846,,,,,,5MV3846,,,,CMV,,,Yes
,5MV3849,,,,,,5MV3849,,,,CMV,,,Yes
,5MV385,,,,,,5MV385,,,,CMV,,,Yes
,5MV3850,,,,,,5MV3850,,,,CMV,,,Yes
,5MV3851,,,,,,5MV3851,,,,CMV,,,Yes
,5MV3852,,,,,,5MV3852,,,,CMV,,,Yes
,5MV3855,,,,,,5MV3855,,,,CMV,,,Yes
,5MV3856,,,,,,5MV3856,,,,CMV,,,Yes
,5MV3857,,,,,,5MV3857,,,,CMV,,,Yes
,5MV3858,,,,,,5MV3858,,,,CMV,,,Yes
,5MV386,,,,,,5MV386,,,,CMV,,,Yes
,5MV3860,,,,,,5MV3860,,,,CMV,,,Yes
,5MV3861,,,,,,5MV3861,,,,CMV,,,Yes
,5MV3862,,,,,,5MV3862,,,,CMV,,,Yes
,5MV3863,,,,,,5MV3863,,,,CMV,,,Yes
,5MV3864,,,,,,5MV3864,,,,CMV,,,Yes
,5MV3865,,,,,,5MV3865,,,,CMV,,,Yes
,5MV3866,,,,,,5MV3866,,,,CMV,,,Yes
,5MV3868,,,,,,5MV3868,,,,CMV,,,Yes
,5MV3869,,,,,,5MV3869,,,,CMV,,,Yes
,5MV387,,,,,,5MV387,,,,CMV,,,Yes
,5MV3870,,,,,,5MV3870,,,,CMV,,,Yes
,5MV3871,,,,,,5MV3871,,,,CMV,,,Yes
,5MV3872,,,,,,5MV3872,,,,CMV,,,Yes
,5MV3874,,,,,,5MV3874,,,,CMV,,,Yes
,5MV3875,,,,,,5MV3875,,,,CMV,,,Yes
,5MV3876,,,,,,5MV3876,,,,CMV,,,Yes
,5MV3877,,,,,,5MV3877,,,,CMV,,,Yes
,5MV3878,,,,,,5MV3878,,,,CMV,,,Yes
,5MV3879,,,,,,5MV3879,,,,CMV,,,Yes
,5MV388,,,,,,5MV388,,,,CMV,,,Yes
,5MV3883,,,,,,5MV3883,,,,CMV,,,Yes
,5MV3884,,,,,,5MV3884,,,,CMV,,,Yes
,5MV3885,,,,,,5MV3885,,,,CMV,,,Yes
,5MV3886,,,,,,5MV3886,,,,CMV,,,Yes
,5MV389,,,,,,5MV389,,,,CMV,,,Yes
,5MV3892,,,,,,5MV3892,,,,CMV,,,Yes
,5MV3895,,,,,,5MV3895,,,,CMV,,,Yes
,5MV3899,,,,,,5MV3899,,,,CMV,,,Yes
,5MV390,,,,,,5MV390,,,,CMV,,,Yes
,5MV391,,,,,,5MV391,,,,CMV,,,Yes
,5MV3910,,,,,,5MV3910,,,,CMV,,,Yes
,5MV3911,,,,,,5MV3911,,,,CMV,,,Yes
,5MV3912,,,,,,5MV3912,,,,CMV,,,Yes
,5MV3913,,,,,,5MV3913,,,,CMV,,,Yes
,5MV3914,,,,,,5MV3914,,,,CMV,,,Yes
,5MV3915,,,,,,5MV3915,,,,CMV,,,Yes
,5MV3918,,,,,,5MV3918,,,,CMV,,,Yes
,5MV3921,,,,,,5MV3921,,,,CMV,,,Yes
,5MV3925,,,,,,5MV3925,,,,CMV,,,Yes
,5MV3926,,,,,,5MV3926,,,,CMV,,,Yes
,5MV3928,,,,,,5MV3928,,,,CMV,,,Yes
,5MV3929,,,,,,5MV3929,,,,CMV,,,Yes
,5MV393,,,,,,5MV393,,,,CMV,,,Yes
,5MV394,,,,,,5MV394,,,,CMV,,,Yes
,5MV3969,,,,,,5MV3969,,,,CMV,,,Yes
,5MV398,,,,,,5MV398,,,,CMV,,,Yes
,5MV40,,,,,,5MV40,,,,CMV,,,Yes
,5MV400,,,,,,5MV400,,,,CMV,,,Yes
,5MV4001,,,,,,5MV4001,,,,CMV,,,Yes
,5MV4002,,,,,,5MV4002,,,,CMV,,,Yes
,5MV4003,,,,,,5MV4003,,,,CMV,,,Yes
,5MV4004,,,,,,5MV4004,,,,CMV,,,Yes
,5MV4005,,,,,,5MV4005,,,,CMV,,,Yes
,5MV4006,,,,,,5MV4006,,,,CMV,,,Yes
,5MV4007,,,,,,5MV4007,,,,CMV,,,Yes
,5MV4008,,,,,,5MV4008,,,,CMV,,,Yes
,5MV4009,,,,,,5MV4009,,,,CMV,,,Yes
,5MV401,,,,,,5MV401,,,,CMV,,,Yes
,5MV4010,,,,,,5MV4010,,,,CMV,,,Yes
,5MV4011,,,,,,5MV4011,,,,CMV,,,Yes
,5MV4012,,,,,,5MV4012,,,,CMV,,,Yes
,5MV4013,,,,,,5MV4013,,,,CMV,,,Yes
,5MV4014,,,,,,5MV4014,,,,CMV,,,Yes
,5MV4016,,,,,,5MV4016,,,,CMV,,,Yes
,5MV4017,,,,,,5MV4017,,,,CMV,,,Yes
,5MV4018,,,,,,5MV4018,,,,CMV,,,Yes
,5MV4019,,,,,,5MV4019,,,,CMV,,,Yes
,5MV402,,,,,,5MV402,,,,CMV,,,Yes
,5MV4026,,,,,,5MV4026,,,,CMV,,,Yes
,5MV4027,,,,,,5MV4027,,,,CMV,,,Yes
,5MV4029,,,,,,5MV4029,,,,CMV,,,Yes
,5MV403,,,,,,5MV403,,,,CMV,,,Yes
,5MV4030,,,,,,5MV4030,,,,CMV,,,Yes
,5MV4031,,,,,,5MV4031,,,,CMV,,,Yes
,5MV4032,,,,,,5MV4032,,,,CMV,,,Yes
,5MV4033,,,,,,5MV4033,,,,CMV,,,Yes
,5MV4034,,,,,,5MV4034,,,,CMV,,,Yes
,5MV4035,,,,,,5MV4035,,,,CMV,,,Yes
,5MV4036,,,,,,5MV4036,,,,CMV,,,Yes
,5MV4037,,,,,,5MV4037,,,,CMV,,,Yes
,5MV4038,,,,,,5MV4038,,,,CMV,,,Yes
,5MV4039,,,,,,5MV4039,,,,CMV,,,Yes
,5MV404,,,,,,5MV404,,,,CMV,,,Yes
,5MV4040,,,,,,5MV4040,,,,CMV,,,Yes
,5MV4041,,,,,,5MV4041,,,,CMV,,,Yes
,5MV4042,,,,,,5MV4042,,,,CMV,,,Yes
,5MV4043,,,,,,5MV4043,,,,CMV,,,Yes
,5MV4044,,,,,,5MV4044,,,,CMV,,,Yes
,5MV4045,,,,,,5MV4045,,,,CMV,,,Yes
,5MV4046,,,,,,5MV4046,,,,CMV,,,Yes
,5MV4047,,,,,,5MV4047,,,,CMV,,,Yes
,5MV4049,,,,,,5MV4049,,,,CMV,,,Yes
,5MV4050,,,,,,5MV4050,,,,CMV,,,Yes
,5MV4052,,,,,,5MV4052,,,,CMV,,,Yes
,5MV4053,,,,,,5MV4053,,,,CMV,,,Yes
,5MV4054,,,,,,5MV4054,,,,CMV,,,Yes
,5MV4055,,,,,,5MV4055,,,,CMV,,,Yes
,5MV4056,,,,,,5MV4056,,,,CMV,,,Yes
,5MV406,,,,,,5MV406,,,,CMV,,,Yes
,5MV4061,,,,,,5MV4061,,,,CMV,,,Yes
,5MV4063,,,,,,5MV4063,,,,CMV,,,Yes
,5MV4064,,,,,,5MV4064,,,,CMV,,,Yes
,5MV4065,,,,,,5MV4065,,,,CMV,,,Yes
,5MV4066,,,,,,5MV4066,,,,CMV,,,Yes
,5MV4067,,,,,,5MV4067,,,,CMV,,,Yes
,5MV4068,,,,,,5MV4068,,,,CMV,,,Yes
,5MV4069,,,,,,5MV4069,,,,CMV,,,Yes
,5MV407,,,,,,5MV407,,,,CMV,,,Yes
,5MV4071,,,,,,5MV4071,,,,CMV,,,Yes
,5MV4073,,,,,,5MV4073,,,,CMV,,,Yes
,5MV4074,,,,,,5MV4074,,,,CMV,,,Yes
,5MV4078,,,,,,5MV4078,,,,CMV,,,Yes
,5MV4079,,,,,,5MV4079,,,,CMV,,,Yes
,5MV408,,,,,,5MV408,,,,CMV,,,Yes
,5MV4080,,,,,,5MV4080,,,,CMV,,,Yes
,5MV4081,,,,,,5MV4081,,,,CMV,,,Yes
,5MV4083,,,,,,5MV4083,,,,CMV,,,Yes
,5MV4084,,,,,,5MV4084,,,,CMV,,,Yes
,5MV4085,,,,,,5MV4085,,,,CMV,,,Yes
,5MV4086,,,,,,5MV4086,,,,CMV,,,Yes
,5MV4087,,,,,,5MV4087,,,,CMV,,,Yes
,5MV4092,,,,,,5MV4092,,,,CMV,,,Yes
,5MV4098,,,,,,5MV4098,,,,CMV,,,Yes
,5MV4099,,,,,,5MV4099,,,,CMV,,,Yes
,5MV41,,,,,,5MV41,,,,CMV,,,Yes
,5MV410,,,,,,5MV410,,,,CMV,,,Yes
,5MV411,,,,,,5MV411,,,,CMV,,,Yes
,5MV4111,,,,,,5MV4111,,,,CMV,,,Yes
,5MV4112,,,,,,5MV4112,,,,CMV,,,Yes
,5MV4114,,,,,,5MV4114,,,,CMV,,,Yes
,5MV4117,,,,,,5MV4117,,,,CMV,,,Yes
,5MV412,,,,,,5MV412,,,,CMV,,,Yes
,5MV4123,,,,,,5MV4123,,,,CMV,,,Yes
,5MV4126,,,,,,5MV4126,,,,CMV,,,Yes
,5MV413,,,,,,5MV413,,,,CMV,,,Yes
,5MV4138,,,,,,5MV4138,,,,CMV,,,Yes
,5MV4139,,,,,,5MV4139,,,,CMV,,,Yes
,5MV414,,,,,,5MV414,,,,CMV,,,Yes
,5MV4146,,,,,,5MV4146,,,,CMV,,,Yes
,5MV4149,,,,,,5MV4149,,,,CMV,,,Yes
,5MV415,,,,,,5MV415,,,,CMV,,,Yes
,5MV4156,,,,,,5MV4156,,,,CMV,,,Yes
,5MV4157,,,,,,5MV4157,,,,CMV,,,Yes
,5MV4159,,,,,,5MV4159,,,,CMV,,,Yes
,5MV416,,,,,,5MV416,,,,CMV,,,Yes
,5MV4161,,,,,,5MV4161,,,,CMV,,,Yes
,5MV4162,,,,,,5MV4162,,,,CMV,,,Yes
,5MV4164,,,,,,5MV4164,,,,CMV,,,Yes
,5MV4165,,,,,,5MV4165,,,,CMV,,,Yes
,5MV4166,,,,,,5MV4166,,,,CMV,,,Yes
,5MV4167,,,,,,5MV4167,,,,CMV,,,Yes
,5MV4168,,,,,,5MV4168,,,,CMV,,,Yes
,5MV4169,,,,,,5MV4169,,,,CMV,,,Yes
,5MV417,,,,,,5MV417,,,,CMV,,,Yes
,5MV4170,,,,,,5MV4170,,,,CMV,,,Yes
,5MV4172,,,,,,5MV4172,,,,CMV,,,Yes
,5MV4176,,,,,,5MV4176,,,,CMV,,,Yes
,5MV4177,,,,,,5MV4177,,,,CMV,,,Yes
,5MV4178,,,,,,5MV4178,,,,CMV,,,Yes
,5MV4179,,,,,,5MV4179,,,,CMV,,,Yes
,5MV418,,,,,,5MV418,,,,CMV,,,Yes
,5MV4180,,,,,,5MV4180,,,,CMV,,,Yes
,5MV4181,,,,,,5MV4181,,,,CMV,,,Yes
,5MV4182,,,,,,5MV4182,,,,CMV,,,Yes
,5MV4184,,,,,,5MV4184,,,,CMV,,,Yes
,5MV4186,,,,,,5MV4186,,,,CMV,,,Yes
,5MV4189,,,,,,5MV4189,,,,CMV,,,Yes
,5MV419,,,,,,5MV419,,,,CMV,,,Yes
,5MV4191,,,,,,5MV4191,,,,CMV,,,Yes
,5MV4192,,,,,,5MV4192,,,,CMV,,,Yes
,5MV4193,,,,,,5MV4193,,,,CMV,,,Yes
,5MV4195,,,,,,5MV4195,,,,CMV,,,Yes
,5MV4196,,,,,,5MV4196,,,,CMV,,,Yes
,5MV4197,,,,,,5MV4197,,,,CMV,,,Yes
,5MV4198,,,,,,5MV4198,,,,CMV,,,Yes
,5MV4199,,,,,,5MV4199,,,,CMV,,,Yes
,5MV420,,,,,,5MV420,,,,CMV,,,Yes
,5MV4201,,,,,,5MV4201,,,,CMV,,,Yes
,5MV4202,,,,,,5MV4202,,,,CMV,,,Yes
,5MV4203,,,,,,5MV4203,,,,CMV,,,Yes
,5MV4204,,,,,,5MV4204,,,,CMV,,,Yes
,5MV4205,,,,,,5MV4205,,,,CMV,,,Yes
,5MV4206,,,,,,5MV4206,,,,CMV,,,Yes
,5MV4207,,,,,,5MV4207,,,,CMV,,,Yes
,5MV4208,,,,,,5MV4208,,,,CMV,,,Yes
,5MV421,,,,,,5MV421,,,,CMV,,,Yes
,5MV4211,,,,,,5MV4211,,,,CMV,,,Yes
,5MV4212,,,,,,5MV4212,,,,CMV,,,Yes
,5MV4213,,,,,,5MV4213,,,,CMV,,,Yes
,5MV4214,,,,,,5MV4214,,,,CMV,,,Yes
,5MV4215,,,,,,5MV4215,,,,CMV,,,Yes
,5MV4216,,,,,,5MV4216,,,,CMV,,,Yes
,5MV4217,,,,,,5MV4217,,,,CMV,,,Yes
,5MV4218,,,,,,5MV4218,,,,CMV,,,Yes
,5MV4221,,,,,,5MV4221,,,,CMV,,,Yes
,5MV4222,,,,,,5MV4222,,,,CMV,,,Yes
,5MV4223,,,,,,5MV4223,,,,CMV,,,Yes
,5MV4225,,,,,,5MV4225,,,,CMV,,,Yes
,5MV4227,,,,,,5MV4227,,,,CMV,,,Yes
,5MV4228,,,,,,5MV4228,,,,CMV,,,Yes
,5MV4229,,,,,,5MV4229,,,,CMV,,,Yes
,5MV423,,,,,,5MV423,,,,CMV,,,Yes
,5MV4230,,,,,,5MV4230,,,,CMV,,,Yes
,5MV4231,,,,,,5MV4231,,,,CMV,,,Yes
,5MV4232,,,,,,5MV4232,,,,CMV,,,Yes
,5MV4233,,,,,,5MV4233,,,,CMV,,,Yes
,5MV4234,,,,,,5MV4234,,,,CMV,,,Yes
,5MV4235,,,,,,5MV4235,,,,CMV,,,Yes
,5MV4237,,,,,,5MV4237,,,,CMV,,,Yes
,5MV4238,,,,,,5MV4238,,,,CMV,,,Yes
,5MV4239,,,,,,5MV4239,,,,CMV,,,Yes
,5MV424,,,,,,5MV424,,,,CMV,,,Yes
,5MV4240,,,,,,5MV4240,,,,CMV,,,Yes
,5MV4241,,,,,,5MV4241,,,,CMV,,,Yes
,5MV4242,,,,,,5MV4242,,,,CMV,,,Yes
,5MV4244,,,,,,5MV4244,,,,CMV,,,Yes
,5MV4246,,,,,,5MV4246,,,,CMV,,,Yes
,5MV4247,,,,,,5MV4247,,,,CMV,,,Yes
,5MV425,,,,,,5MV425,,,,CMV,,,Yes
,5MV4250,,,,,,5MV4250,,,,CMV,,,Yes
,5MV4251,,,,,,5MV4251,,,,CMV,,,Yes
,5MV4253,,,,,,5MV4253,,,,CMV,,,Yes
,5MV4255,,,,,,5MV4255,,,,CMV,,,Yes
,5MV426,,,,,,5MV426,,,,CMV,,,Yes
,5MV4260,,,,,,5MV4260,,,,CMV,,,Yes
,5MV4261,,,,,,5MV4261,,,,CMV,,,Yes
,5MV4262,,,,,,5MV4262,,,,CMV,,,Yes
,5MV4264,,,,,,5MV4264,,,,CMV,,,Yes
,5MV4267,,,,,,5MV4267,,,,CMV,,,Yes
,5MV4268,,,,,,5MV4268,,,,CMV,,,Yes
,5MV4269,,,,,,5MV4269,,,,CMV,,,Yes
,5MV427,,,,,,5MV427,,,,CMV,,,Yes
,5MV4271,,,,,,5MV4271,,,,CMV,,,Yes
,5MV4272,,,,,,5MV4272,,,,CMV,,,Yes
,5MV4273,,,,,,5MV4273,,,,CMV,,,Yes
,5MV4275,,,,,,5MV4275,,,,CMV,,,Yes
,5MV4276,,,,,,5MV4276,,,,CMV,,,Yes
,5MV4277,,,,,,5MV4277,,,,CMV,,,Yes
,5MV4278,,,,,,5MV4278,,,,CMV,,,Yes
,5MV4279,,,,,,5MV4279,,,,CMV,,,Yes
,5MV428,,,,,,5MV428,,,,CMV,,,Yes
,5MV4280,,,,,,5MV4280,,,,CMV,,,Yes
,5MV4286,,,,,,5MV4286,,,,CMV,,,Yes
,5MV4289,,,,,,5MV4289,,,,CMV,,,Yes
,5MV429,,,,,,5MV429,,,,CMV,,,Yes
,5MV4290,,,,,,5MV4290,,,,CMV,,,Yes
,5MV4291,,,,,,5MV4291,,,,CMV,,,Yes
,5MV4292,,,,,,5MV4292,,,,CMV,,,Yes
,5MV4293,,,,,,5MV4293,,,,CMV,,,Yes
,5MV4295,,,,,,5MV4295,,,,CMV,,,Yes
,5MV4296,,,,,,5MV4296,,,,CMV,,,Yes
,5MV4297,,,,,,5MV4297,,,,CMV,,,Yes
,5MV4298,,,,,,5MV4298,,,,CMV,,,Yes
,5MV4299,,,,,,5MV4299,,,,CMV,,,Yes
,5MV43,,,,,,5MV43,,,,CMV,,,Yes
,5MV430,,,,,,5MV430,,,,CMV,,,Yes
,5MV4300,,,,,,5MV4300,,,,CMV,,,Yes
,5MV4302,,,,,,5MV4302,,,,CMV,,,Yes
,5MV4303,,,,,,5MV4303,,,,CMV,,,Yes
,5MV4304,,,,,,5MV4304,,,,CMV,,,Yes
,5MV4306,,,,,,5MV4306,,,,CMV,,,Yes
,5MV4308,,,,,,5MV4308,,,,CMV,,,Yes
,5MV4309,,,,,,5MV4309,,,,CMV,,,Yes
,5MV431,,,,,,5MV431,,,,CMV,,,Yes
,5MV4310,,,,,,5MV4310,,,,CMV,,,Yes
,5MV4311,,,,,,5MV4311,,,,CMV,,,Yes
,5MV4313,,,,,,5MV4313,,,,CMV,,,Yes
,5MV4314,,,,,,5MV4314,,,,CMV,,,Yes
,5MV4315,,,,,,5MV4315,,,,CMV,,,Yes
,5MV4316,,,,,,5MV4316,,,,CMV,,,Yes
,5MV4317,,,,,,5MV4317,,,,CMV,,,Yes
,5MV4318,,,,,,5MV4318,,,,CMV,,,Yes
,5MV4319,,,,,,5MV4319,,,,CMV,,,Yes
,5MV4321,,,,,,5MV4321,,,,CMV,,,Yes
,5MV4322,,,,,,5MV4322,,,,CMV,,,Yes
,5MV4324,,,,,,5MV4324,,,,CMV,,,Yes
,5MV4325,,,,,,5MV4325,,,,CMV,,,Yes
,5MV4326,,,,,,5MV4326,,,,CMV,,,Yes
,5MV4328,,,,,,5MV4328,,,,CMV,,,Yes
